slip_ratio,pacejka_fx_over_fz,linear_fx_over_fz,linear_error
1.944000000000000172e-01,1.152281606125505453e+00,1.146185246487655185e+00,-6.096359637850268243e-03
1.944100000000000272e-01,1.152279153118063837e+00,1.146182590825704173e+00,-6.096562292359664070e-03
1.944200000000000095e-01,1.152276699874197119e+00,1.146179935163753161e+00,-6.096764710443958180e-03
1.944300000000000195e-01,1.152274246393959256e+00,1.146177279501802149e+00,-6.096966892157107409e-03
1.944400000000000295e-01,1.152271792677403761e+00,1.146174623839851137e+00,-6.097168837552624510e-03
1.944500000000000117e-01,1.152269338724584591e+00,1.146171968177900347e+00,-6.097370546684244275e-03
1.944600000000000217e-01,1.152266884535555702e+00,1.146169312515949334e+00,-6.097572019606367633e-03
1.944700000000000040e-01,1.152264430110370164e+00,1.146166656853998322e+00,-6.097773256371841200e-03
1.944800000000000140e-01,1.152261975449082376e+00,1.146164001192047310e+00,-6.097974257035065904e-03
1.944900000000000240e-01,1.152259520551745631e+00,1.146161345530096298e+00,-6.098175021649332450e-03
1.945000000000000062e-01,1.152257065418413662e+00,1.146158689868145286e+00,-6.098375550268375633e-03
1.945100000000000162e-01,1.152254610049140426e+00,1.146156034206194274e+00,-6.098575842946152292e-03
1.945200000000000262e-01,1.152252154443978993e+00,1.146153378544243262e+00,-6.098775899735731088e-03
1.945300000000000085e-01,1.152249698602983319e+00,1.146150722882292250e+00,-6.098975720691068858e-03
1.945400000000000185e-01,1.152247242526207360e+00,1.146148067220341238e+00,-6.099175305866122443e-03
1.945500000000000285e-01,1.152244786213704186e+00,1.146145411558390226e+00,-6.099374655313960503e-03
1.945600000000000107e-01,1.152242329665527754e+00,1.146142755896439214e+00,-6.099573769088539876e-03
1.945700000000000207e-01,1.152239872881731353e+00,1.146140100234488202e+00,-6.099772647243151269e-03
1.945800000000000030e-01,1.152237415862368719e+00,1.146137444572537190e+00,-6.099971289831529475e-03
1.945900000000000130e-01,1.152234958607493587e+00,1.146134788910586177e+00,-6.100169696907409289e-03
1.946000000000000230e-01,1.152232501117159025e+00,1.146132133248635165e+00,-6.100367868523859372e-03
1.946100000000000052e-01,1.152230043391419212e+00,1.146129477586684153e+00,-6.100565804735058606e-03
1.946200000000000152e-01,1.152227585430327217e+00,1.146126821924733141e+00,-6.100763505594075653e-03
1.946300000000000252e-01,1.152225127233936552e+00,1.146124166262782129e+00,-6.100960971154423262e-03
1.946400000000000075e-01,1.152222668802300953e+00,1.146121510600831117e+00,-6.101158201469836229e-03
1.946500000000000175e-01,1.152220210135473710e+00,1.146118854938880105e+00,-6.101355196593605257e-03
1.946600000000000275e-01,1.152217751233508336e+00,1.146116199276929315e+00,-6.101551956579021052e-03
1.946700000000000097e-01,1.152215292096458121e+00,1.146113543614978303e+00,-6.101748481479818409e-03
1.946800000000000197e-01,1.152212832724377023e+00,1.146110887953027291e+00,-6.101944771349732122e-03
1.946900000000000297e-01,1.152210373117317888e+00,1.146108232291076279e+00,-6.102140826241608806e-03
1.947000000000000119e-01,1.152207913275334450e+00,1.146105576629125267e+00,-6.102336646209183257e-03
1.947100000000000219e-01,1.152205453198480001e+00,1.146102920967174255e+00,-6.102532231305746180e-03
1.947200000000000042e-01,1.152202992886808053e+00,1.146100265305223243e+00,-6.102727581584810324e-03
1.947300000000000142e-01,1.152200532340371897e+00,1.146097609643272230e+00,-6.102922697099666394e-03
1.947400000000000242e-01,1.152198071559224823e+00,1.146094953981321218e+00,-6.103117577903605095e-03
1.947500000000000064e-01,1.152195610543420345e+00,1.146092298319370206e+00,-6.103312224050139179e-03
1.947600000000000164e-01,1.152193149293011531e+00,1.146089642657419194e+00,-6.103506635592337304e-03
1.947700000000000264e-01,1.152190687808051894e+00,1.146086986995468182e+00,-6.103700812583712221e-03
1.947800000000000087e-01,1.152188226088594947e+00,1.146084331333517170e+00,-6.103894755077776679e-03
1.947900000000000187e-01,1.152185764134693757e+00,1.146081675671566158e+00,-6.104088463127599340e-03
1.948000000000000287e-01,1.152183301946401617e+00,1.146079020009615146e+00,-6.104281936786470908e-03
1.948100000000000109e-01,1.152180839523771816e+00,1.146076364347664134e+00,-6.104475176107682088e-03
1.948200000000000209e-01,1.152178376866857423e+00,1.146073708685713122e+00,-6.104668181144301542e-03
1.948300000000000032e-01,1.152175913975711952e+00,1.146071053023762110e+00,-6.104860951949842018e-03
1.948400000000000132e-01,1.152173450850388692e+00,1.146068397361811098e+00,-6.105053488577594223e-03
1.948500000000000232e-01,1.152170987490940934e+00,1.146065741699860085e+00,-6.105245791080848861e-03
1.948600000000000054e-01,1.152168523897421304e+00,1.146063086037909073e+00,-6.105437859512230503e-03
1.948700000000000154e-01,1.152166060069883535e+00,1.146060430375958283e+00,-6.105629693925251900e-03
1.948800000000000254e-01,1.152163596008380697e+00,1.146057774714007271e+00,-6.105821294373425800e-03
1.948900000000000077e-01,1.152161131712965858e+00,1.146055119052056259e+00,-6.106012660909598821e-03
1.949000000000000177e-01,1.152158667183692309e+00,1.146052463390105247e+00,-6.106203793587061668e-03
1.949100000000000277e-01,1.152156202420612896e+00,1.146049807728154235e+00,-6.106394692458660955e-03
1.949200000000000099e-01,1.152153737423781354e+00,1.146047152066203223e+00,-6.106585357578131479e-03
1.949300000000000199e-01,1.152151272193250309e+00,1.146044496404252211e+00,-6.106775788998097809e-03
1.949400000000000022e-01,1.152148806729072827e+00,1.146041840742301199e+00,-6.106965986771628607e-03
1.949500000000000122e-01,1.152146341031302423e+00,1.146039185080350187e+00,-6.107155950952236623e-03
1.949600000000000222e-01,1.152143875099991499e+00,1.146036529418399175e+00,-6.107345681592324382e-03
1.949700000000000044e-01,1.152141408935193789e+00,1.146033873756448163e+00,-6.107535178745626681e-03
1.949800000000000144e-01,1.152138942536962141e+00,1.146031218094497151e+00,-6.107724442464990133e-03
1.949900000000000244e-01,1.152136475905349400e+00,1.146028562432546138e+00,-6.107913472803261357e-03
1.950000000000000067e-01,1.152134009040408857e+00,1.146025906770595126e+00,-6.108102269813731056e-03
1.950100000000000167e-01,1.152131541942193582e+00,1.146023251108644114e+00,-6.108290833549467891e-03
1.950200000000000267e-01,1.152129074610756199e+00,1.146020595446693102e+00,-6.108479164063096434e-03
1.950300000000000089e-01,1.152126607046149775e+00,1.146017939784742090e+00,-6.108667261407685345e-03
1.950400000000000189e-01,1.152124139248427603e+00,1.146015284122791078e+00,-6.108855125636525329e-03
1.950500000000000289e-01,1.152121671217642307e+00,1.146012628460840066e+00,-6.109042756802240959e-03
1.950600000000000112e-01,1.152119202953847177e+00,1.146009972798889054e+00,-6.109230154958122938e-03
1.950700000000000212e-01,1.152116734457094838e+00,1.146007317136938042e+00,-6.109417320156795839e-03
1.950800000000000034e-01,1.152114265727438358e+00,1.146004661474987252e+00,-6.109604252451106277e-03
1.950900000000000134e-01,1.152111796764930807e+00,1.146002005813036240e+00,-6.109790951894567002e-03
1.951000000000000234e-01,1.152109327569624586e+00,1.145999350151085228e+00,-6.109977418539358496e-03
1.951100000000000056e-01,1.152106858141573209e+00,1.145996694489134216e+00,-6.110163652438993509e-03
1.951200000000000156e-01,1.152104388480829078e+00,1.145994038827183203e+00,-6.110349653645874568e-03
1.951300000000000257e-01,1.152101918587445262e+00,1.145991383165232191e+00,-6.110535422213070333e-03
1.951400000000000079e-01,1.152099448461474385e+00,1.145988727503281179e+00,-6.110720958193205377e-03
1.951500000000000179e-01,1.152096978102969738e+00,1.145986071841330167e+00,-6.110906261639570403e-03
1.951600000000000279e-01,1.152094507511983723e+00,1.145983416179379155e+00,-6.111091332604567938e-03
1.951700000000000101e-01,1.152092036688569188e+00,1.145980760517428143e+00,-6.111276171141044600e-03
1.951800000000000201e-01,1.152089565632779200e+00,1.145978104855477131e+00,-6.111460777302069047e-03
1.951900000000000024e-01,1.152087094344666385e+00,1.145975449193526119e+00,-6.111645151140265853e-03
1.952000000000000124e-01,1.152084622824283588e+00,1.145972793531575107e+00,-6.111829292708481631e-03
1.952100000000000224e-01,1.152082151071683214e+00,1.145970137869624095e+00,-6.112013202059118910e-03
1.952200000000000046e-01,1.152079679086918551e+00,1.145967482207673083e+00,-6.112196879245468395e-03
1.952300000000000146e-01,1.152077206870041781e+00,1.145964826545722071e+00,-6.112380324319710567e-03
1.952400000000000246e-01,1.152074734421106195e+00,1.145962170883771059e+00,-6.112563537335136132e-03
1.952500000000000069e-01,1.152072261740163972e+00,1.145959515221820046e+00,-6.112746518343925572e-03
1.952600000000000169e-01,1.152069788827268182e+00,1.145956859559869034e+00,-6.112929267399147548e-03
1.952700000000000269e-01,1.152067315682471227e+00,1.145954203897918022e+00,-6.113111784553204586e-03
1.952800000000000091e-01,1.152064842305826176e+00,1.145951548235967010e+00,-6.113294069859165347e-03
1.952900000000000191e-01,1.152062368697385208e+00,1.145948892574015998e+00,-6.113476123369210313e-03
1.953000000000000291e-01,1.152059894857201172e+00,1.145946236912064986e+00,-6.113657945136186100e-03
1.953100000000000114e-01,1.152057420785326691e+00,1.145943581250114196e+00,-6.113839535212495235e-03
1.953200000000000214e-01,1.152054946481814612e+00,1.145940925588163184e+00,-6.114020893651428423e-03
1.953300000000000036e-01,1.152052471946717116e+00,1.145938269926212172e+00,-6.114202020504944102e-03
1.953400000000000136e-01,1.152049997180087049e+00,1.145935614264261160e+00,-6.114382915825888887e-03
1.953500000000000236e-01,1.152047522181977035e+00,1.145932958602310148e+00,-6.114563579666887350e-03
1.953600000000000059e-01,1.152045046952439478e+00,1.145930302940359136e+00,-6.114744012080342017e-03
1.953700000000000159e-01,1.152042571491527001e+00,1.145927647278408124e+00,-6.114924213118877461e-03
1.953800000000000259e-01,1.152040095799292008e+00,1.145924991616457111e+00,-6.115104182834896207e-03
1.953900000000000081e-01,1.152037619875787344e+00,1.145922335954506099e+00,-6.115283921281244872e-03
1.954000000000000181e-01,1.152035143721065413e+00,1.145919680292555087e+00,-6.115463428510325983e-03
1.954100000000000281e-01,1.152032667335178395e+00,1.145917024630604075e+00,-6.115642704574320021e-03
1.954200000000000104e-01,1.152030190718179359e+00,1.145914368968653063e+00,-6.115821749526295648e-03
1.954300000000000204e-01,1.152027713870120262e+00,1.145911713306702051e+00,-6.116000563418211300e-03
1.954400000000000026e-01,1.152025236791053731e+00,1.145909057644751039e+00,-6.116179146302691549e-03
1.954500000000000126e-01,1.152022759481032388e+00,1.145906401982800027e+00,-6.116357498232360967e-03
1.954600000000000226e-01,1.152020281940108415e+00,1.145903746320849015e+00,-6.116535619259400036e-03
1.954700000000000049e-01,1.152017804168334436e+00,1.145901090658898003e+00,-6.116713509436433327e-03
1.954800000000000149e-01,1.152015326165762854e+00,1.145898434996946991e+00,-6.116891168815863367e-03
1.954900000000000249e-01,1.152012847932445849e+00,1.145895779334995979e+00,-6.117068597449870637e-03
1.955000000000000071e-01,1.152010369468436046e+00,1.145893123673045189e+00,-6.117245795390857666e-03
1.955100000000000171e-01,1.152007890773785626e+00,1.145890468011094177e+00,-6.117422762691449023e-03
1.955200000000000271e-01,1.152005411848547212e+00,1.145887812349143164e+00,-6.117599499404047236e-03
1.955300000000000094e-01,1.152002932692772763e+00,1.145885156687192152e+00,-6.117776005580610743e-03
1.955400000000000194e-01,1.152000453306515126e+00,1.145882501025241140e+00,-6.117952281273986159e-03
1.955500000000000294e-01,1.151997973689826260e+00,1.145879845363290128e+00,-6.118128326536131922e-03
1.955600000000000116e-01,1.151995493842758567e+00,1.145877189701339116e+00,-6.118304141419450559e-03
1.955700000000000216e-01,1.151993013765364449e+00,1.145874534039388104e+00,-6.118479725976344596e-03
1.955800000000000038e-01,1.151990533457695864e+00,1.145871878377437092e+00,-6.118655080258772472e-03
1.955900000000000138e-01,1.151988052919805661e+00,1.145869222715486080e+00,-6.118830204319580801e-03
1.956000000000000238e-01,1.151985572151745574e+00,1.145866567053535068e+00,-6.119005098210505977e-03
1.956100000000000061e-01,1.151983091153567784e+00,1.145863911391584056e+00,-6.119179761983728483e-03
1.956200000000000161e-01,1.151980609925325139e+00,1.145861255729633044e+00,-6.119354195692094933e-03
1.956300000000000261e-01,1.151978128467069373e+00,1.145858600067682032e+00,-6.119528399387341722e-03
1.956400000000000083e-01,1.151975646778852891e+00,1.145855944405731019e+00,-6.119702373121871375e-03
1.956500000000000183e-01,1.151973164860727872e+00,1.145853288743780007e+00,-6.119876116947864375e-03
1.956600000000000283e-01,1.151970682712746274e+00,1.145850633081828995e+00,-6.120049630917279160e-03
1.956700000000000106e-01,1.151968200334960502e+00,1.145847977419877983e+00,-6.120222915082518256e-03
1.956800000000000206e-01,1.151965717727422733e+00,1.145845321757926971e+00,-6.120395969495762145e-03
1.956900000000000028e-01,1.151963234890185150e+00,1.145842666095975959e+00,-6.120568794209191310e-03
1.957000000000000128e-01,1.151960751823299489e+00,1.145840010434024947e+00,-6.120741389274542144e-03
1.957100000000000228e-01,1.151958268526818152e+00,1.145837354772073935e+00,-6.120913754744217172e-03
1.957200000000000051e-01,1.151955785000793764e+00,1.145834699110123145e+00,-6.121085890670618923e-03
1.957300000000000151e-01,1.151953301245277395e+00,1.145832043448172133e+00,-6.121257797105261744e-03
1.957400000000000251e-01,1.151950817260321891e+00,1.145829387786221121e+00,-6.121429474100770207e-03
1.957500000000000073e-01,1.151948333045979211e+00,1.145826732124270109e+00,-6.121600921709102749e-03
1.957600000000000173e-01,1.151945848602301092e+00,1.145824076462319097e+00,-6.121772139981995764e-03
1.957700000000000273e-01,1.151943363929339936e+00,1.145821420800368085e+00,-6.121943128971851777e-03
1.957800000000000096e-01,1.151940879027147480e+00,1.145818765138417072e+00,-6.122113888730407183e-03
1.957900000000000196e-01,1.151938393895775903e+00,1.145816109476466060e+00,-6.122284419309842463e-03
1.958000000000000296e-01,1.151935908535277164e+00,1.145813453814515048e+00,-6.122454720762116054e-03
1.958100000000000118e-01,1.151933422945703445e+00,1.145810798152564036e+00,-6.122624793139408439e-03
1.958200000000000218e-01,1.151930937127106258e+00,1.145808142490613024e+00,-6.122794636493233966e-03
1.958300000000000041e-01,1.151928451079538229e+00,1.145805486828662012e+00,-6.122964250876217207e-03
1.958400000000000141e-01,1.151925964803050872e+00,1.145802831166711000e+00,-6.123133636339872510e-03
1.958500000000000241e-01,1.151923478297696368e+00,1.145800175504759988e+00,-6.123302792936380357e-03
1.958600000000000063e-01,1.151920991563526231e+00,1.145797519842808976e+00,-6.123471720717255096e-03
1.958700000000000163e-01,1.151918504600592863e+00,1.145794864180857964e+00,-6.123640419734899254e-03
1.958800000000000263e-01,1.151916017408948001e+00,1.145792208518906952e+00,-6.123808890041049224e-03
1.958900000000000086e-01,1.151913529988643381e+00,1.145789552856955940e+00,-6.123977131687441400e-03
1.959000000000000186e-01,1.151911042339731184e+00,1.145786897195004927e+00,-6.124145144726256262e-03
1.959100000000000286e-01,1.151908554462263146e+00,1.145784241533053915e+00,-6.124312929209230205e-03
1.959200000000000108e-01,1.151906066356291003e+00,1.145781585871102903e+00,-6.124480485188099621e-03
1.959300000000000208e-01,1.151903578021866714e+00,1.145778930209151891e+00,-6.124647812714822948e-03
1.959400000000000031e-01,1.151901089459042238e+00,1.145776274547201101e+00,-6.124814911841136578e-03
1.959500000000000131e-01,1.151898600667869088e+00,1.145773618885250089e+00,-6.124981782618998949e-03
1.959600000000000231e-01,1.151896111648399224e+00,1.145770963223299077e+00,-6.125148425100146454e-03
1.959700000000000053e-01,1.151893622400684380e+00,1.145768307561348065e+00,-6.125314839336315487e-03
1.959800000000000153e-01,1.151891132924776739e+00,1.145765651899397053e+00,-6.125481025379686528e-03
1.959900000000000253e-01,1.151888643220727593e+00,1.145762996237446041e+00,-6.125646983281551883e-03
1.960000000000000075e-01,1.151886153288588677e+00,1.145760340575495029e+00,-6.125812713093647943e-03
1.960100000000000176e-01,1.151883663128412172e+00,1.145757684913544017e+00,-6.125978214868155192e-03
1.960200000000000276e-01,1.151881172740249371e+00,1.145755029251593005e+00,-6.126143488656365932e-03
1.960300000000000098e-01,1.151878682124152231e+00,1.145752373589641993e+00,-6.126308534510238601e-03
1.960400000000000198e-01,1.151876191280172490e+00,1.145749717927690980e+00,-6.126473352481509593e-03
1.960500000000000298e-01,1.151873700208361662e+00,1.145747062265739968e+00,-6.126637942621693256e-03
1.960600000000000120e-01,1.151871208908771704e+00,1.145744406603788956e+00,-6.126802304982748026e-03
1.960700000000000220e-01,1.151868717381453688e+00,1.145741750941837944e+00,-6.126966439615744164e-03
1.960800000000000043e-01,1.151866225626460016e+00,1.145739095279886932e+00,-6.127130346573084196e-03
1.960900000000000143e-01,1.151863733643841980e+00,1.145736439617935920e+00,-6.127294025906060426e-03
1.961000000000000243e-01,1.151861241433651317e+00,1.145733783955984908e+00,-6.127457477666409247e-03
1.961100000000000065e-01,1.151858748995939541e+00,1.145731128294033896e+00,-6.127620701905645006e-03
1.961200000000000165e-01,1.151856256330758166e+00,1.145728472632082884e+00,-6.127783698675282054e-03
1.961300000000000265e-01,1.151853763438158929e+00,1.145725816970131872e+00,-6.127946468027056781e-03
1.961400000000000088e-01,1.151851270318193343e+00,1.145723161308181082e+00,-6.128109010012261493e-03
1.961500000000000188e-01,1.151848776970913368e+00,1.145720505646230070e+00,-6.128271324683298715e-03
1.961600000000000288e-01,1.151846283396370074e+00,1.145717849984279058e+00,-6.128433412091016663e-03
1.961700000000000110e-01,1.151843789594614975e+00,1.145715194322328045e+00,-6.128595272286929685e-03
1.961800000000000210e-01,1.151841295565699808e+00,1.145712538660377033e+00,-6.128756905322774173e-03
1.961900000000000033e-01,1.151838801309676308e+00,1.145709882998426021e+00,-6.128918311250286521e-03
1.962000000000000133e-01,1.151836306826595546e+00,1.145707227336475009e+00,-6.129079490120536988e-03
1.962100000000000233e-01,1.151833812116509259e+00,1.145704571674523997e+00,-6.129240441985261967e-03
1.962200000000000055e-01,1.151831317179468739e+00,1.145701916012572985e+00,-6.129401166895753761e-03
1.962300000000000155e-01,1.151828822015525944e+00,1.145699260350621973e+00,-6.129561664903970808e-03
1.962400000000000255e-01,1.151826326624731722e+00,1.145696604688670961e+00,-6.129721936060761323e-03
1.962500000000000078e-01,1.151823831007138033e+00,1.145693949026719949e+00,-6.129881980418083742e-03
1.962600000000000178e-01,1.151821335162795945e+00,1.145691293364768937e+00,-6.130041798027008326e-03
1.962700000000000278e-01,1.151818839091756974e+00,1.145688637702817925e+00,-6.130201388939049423e-03
1.962800000000000100e-01,1.151816342794072634e+00,1.145685982040866913e+00,-6.130360753205721380e-03
1.962900000000000200e-01,1.151813846269794217e+00,1.145683326378915901e+00,-6.130519890878316502e-03
1.963000000000000023e-01,1.151811349518973016e+00,1.145680670716964888e+00,-6.130678802008127093e-03
1.963100000000000123e-01,1.151808852541660544e+00,1.145678015055013876e+00,-6.130837486646667500e-03
1.963200000000000223e-01,1.151806355337908316e+00,1.145675359393062864e+00,-6.130995944845452073e-03
1.963300000000000045e-01,1.151803857907767403e+00,1.145672703731111852e+00,-6.131154176655551069e-03
1.963400000000000145e-01,1.151801360251289319e+00,1.145670048069160840e+00,-6.131312182128478838e-03
1.963500000000000245e-01,1.151798862368525134e+00,1.145667392407209828e+00,-6.131469961315305639e-03
1.963600000000000068e-01,1.151796364259526584e+00,1.145664736745259038e+00,-6.131627514267545820e-03
1.963700000000000168e-01,1.151793865924344518e+00,1.145662081083308026e+00,-6.131784841036491684e-03
1.963800000000000268e-01,1.151791367363030449e+00,1.145659425421357014e+00,-6.131941941673435537e-03
1.963900000000000090e-01,1.151788868575635671e+00,1.145656769759406002e+00,-6.132098816229669680e-03
1.964000000000000190e-01,1.151786369562211476e+00,1.145654114097454990e+00,-6.132255464756486418e-03
1.964100000000000290e-01,1.151783870322808934e+00,1.145651458435503978e+00,-6.132411887304956011e-03
1.964200000000000113e-01,1.151781370857479336e+00,1.145648802773552966e+00,-6.132568083926370761e-03
1.964300000000000213e-01,1.151778871166273976e+00,1.145646147111601953e+00,-6.132724054672022973e-03
1.964400000000000035e-01,1.151776371249243924e+00,1.145643491449650941e+00,-6.132879799592982906e-03
1.964500000000000135e-01,1.151773871106440694e+00,1.145640835787699929e+00,-6.133035318740764907e-03
1.964600000000000235e-01,1.151771370737915134e+00,1.145638180125748917e+00,-6.133190612166217193e-03
1.964700000000000057e-01,1.151768870143718537e+00,1.145635524463797905e+00,-6.133345679920632065e-03
1.964800000000000157e-01,1.151766369323902195e+00,1.145632868801846893e+00,-6.133500522055301829e-03
1.964900000000000257e-01,1.151763868278516956e+00,1.145630213139895881e+00,-6.133655138621074698e-03
1.965000000000000080e-01,1.151761367007614334e+00,1.145627557477944869e+00,-6.133809529669465022e-03
1.965100000000000180e-01,1.151758865511245178e+00,1.145624901815993857e+00,-6.133963695251321013e-03
1.965200000000000280e-01,1.151756363789460558e+00,1.145622246154042845e+00,-6.134117635417712933e-03
1.965300000000000102e-01,1.151753861842311766e+00,1.145619590492091833e+00,-6.134271350219933083e-03
1.965400000000000202e-01,1.151751359669849872e+00,1.145616934830140821e+00,-6.134424839709051724e-03
1.965500000000000025e-01,1.151748857272125726e+00,1.145614279168189809e+00,-6.134578103935917071e-03
1.965600000000000125e-01,1.151746354649190840e+00,1.145611623506238796e+00,-6.134731142952043470e-03
1.965700000000000225e-01,1.151743851801095841e+00,1.145608967844288006e+00,-6.134883956807835048e-03
1.965800000000000047e-01,1.151741348727891801e+00,1.145606312182336994e+00,-6.135036545554806153e-03
1.965900000000000147e-01,1.151738845429630009e+00,1.145603656520385982e+00,-6.135188909244027045e-03
1.966000000000000247e-01,1.151736341906361316e+00,1.145601000858434970e+00,-6.135341047926345937e-03
1.966100000000000070e-01,1.151733838158136791e+00,1.145598345196483958e+00,-6.135492961652833088e-03
1.966200000000000170e-01,1.151731334185007283e+00,1.145595689534532946e+00,-6.135644650474336714e-03
1.966300000000000270e-01,1.151728829987023861e+00,1.145593033872581934e+00,-6.135796114441927074e-03
1.966400000000000092e-01,1.151726325564237374e+00,1.145590378210630922e+00,-6.135947353606452381e-03
1.966500000000000192e-01,1.151723820916698893e+00,1.145587722548679910e+00,-6.136098368018982896e-03
1.966600000000000292e-01,1.151721316044459709e+00,1.145585066886728898e+00,-6.136249157730810921e-03
1.966700000000000115e-01,1.151718810947570004e+00,1.145582411224777886e+00,-6.136399722792118538e-03
1.966800000000000215e-01,1.151716305626081294e+00,1.145579755562826874e+00,-6.136550063254420095e-03
1.966900000000000037e-01,1.151713800080043981e+00,1.145577099900875861e+00,-6.136700179168119718e-03
1.967000000000000137e-01,1.151711294309509581e+00,1.145574444238924849e+00,-6.136850070584731753e-03
1.967100000000000237e-01,1.151708788314528276e+00,1.145571788576973837e+00,-6.136999737554438283e-03
1.967200000000000060e-01,1.151706282095151579e+00,1.145569132915022825e+00,-6.137149180128753656e-03
1.967300000000000160e-01,1.151703775651430117e+00,1.145566477253071813e+00,-6.137298398358304041e-03
1.967400000000000260e-01,1.151701268983414295e+00,1.145563821591120801e+00,-6.137447392293493564e-03
1.967500000000000082e-01,1.151698762091155626e+00,1.145561165929169789e+00,-6.137596161985836574e-03
1.967600000000000182e-01,1.151696254974704514e+00,1.145558510267218777e+00,-6.137744707485737194e-03
1.967700000000000282e-01,1.151693747634111809e+00,1.145555854605267765e+00,-6.137893028844043641e-03
1.967800000000000105e-01,1.151691240069428579e+00,1.145553198943316975e+00,-6.138041126111604129e-03
1.967900000000000205e-01,1.151688732280705008e+00,1.145550543281365963e+00,-6.138188999339044827e-03
1.968000000000000027e-01,1.151686224267992609e+00,1.145547887619414951e+00,-6.138336648577658039e-03
1.968100000000000127e-01,1.151683716031341564e+00,1.145545231957463939e+00,-6.138484073877625846e-03
1.968200000000000227e-01,1.151681207570802945e+00,1.145542576295512927e+00,-6.138631275290018507e-03
1.968300000000000050e-01,1.151678698886427377e+00,1.145539920633561914e+00,-6.138778252865462193e-03
1.968400000000000150e-01,1.151676189978265485e+00,1.145537264971610902e+00,-6.138925006654583072e-03
1.968500000000000250e-01,1.151673680846368120e+00,1.145534609309659890e+00,-6.139071536708229360e-03
1.968600000000000072e-01,1.151671171490785683e+00,1.145531953647708878e+00,-6.139217843076805181e-03
1.968700000000000172e-01,1.151668661911569469e+00,1.145529297985757866e+00,-6.139363925811602840e-03
1.968800000000000272e-01,1.151666152108769436e+00,1.145526642323806854e+00,-6.139509784962582373e-03
1.968900000000000095e-01,1.151663642082436878e+00,1.145523986661855842e+00,-6.139655420581036083e-03
1.969000000000000195e-01,1.151661131832621754e+00,1.145521330999904830e+00,-6.139800832716924006e-03
1.969100000000000295e-01,1.151658621359375356e+00,1.145518675337953818e+00,-6.139946021421538447e-03
1.969200000000000117e-01,1.151656110662748089e+00,1.145516019676002806e+00,-6.140090986745283530e-03
1.969300000000000217e-01,1.151653599742790357e+00,1.145513364014051794e+00,-6.140235728738563381e-03
1.969400000000000039e-01,1.151651088599553008e+00,1.145510708352100782e+00,-6.140380247452226214e-03
1.969500000000000139e-01,1.151648577233086446e+00,1.145508052690149770e+00,-6.140524542936676156e-03
1.969600000000000239e-01,1.151646065643441519e+00,1.145505397028198757e+00,-6.140668615242761419e-03
1.969700000000000062e-01,1.151643553830668409e+00,1.145502741366247745e+00,-6.140812464420664085e-03
1.969800000000000162e-01,1.151641041794817744e+00,1.145500085704296733e+00,-6.140956090521010324e-03
1.969900000000000262e-01,1.151638529535940370e+00,1.145497430042345943e+00,-6.141099493594426306e-03
1.970000000000000084e-01,1.151636017054086691e+00,1.145494774380394931e+00,-6.141242673691760245e-03
1.970100000000000184e-01,1.151633504349306891e+00,1.145492118718443919e+00,-6.141385630862972178e-03
1.970200000000000284e-01,1.151630991421652039e+00,1.145489463056492907e+00,-6.141528365159132363e-03
1.970300000000000107e-01,1.151628478271172096e+00,1.145486807394541895e+00,-6.141670876630200837e-03
1.970400000000000207e-01,1.151625964897917687e+00,1.145484151732590883e+00,-6.141813165326803770e-03
1.970500000000000029e-01,1.151623451301939438e+00,1.145481496070639871e+00,-6.141955231299567330e-03
1.970600000000000129e-01,1.151620937483287754e+00,1.145478840408688859e+00,-6.142097074598895645e-03
1.970700000000000229e-01,1.151618423442012817e+00,1.145476184746737847e+00,-6.142238695274970794e-03
1.970800000000000052e-01,1.151615909178165476e+00,1.145473529084786835e+00,-6.142380093378640993e-03
1.970900000000000152e-01,1.151613394691795911e+00,1.145470873422835822e+00,-6.142521268960088321e-03
1.971000000000000252e-01,1.151610879982954527e+00,1.145468217760884810e+00,-6.142662222069716904e-03
1.971100000000000074e-01,1.151608365051691507e+00,1.145465562098933798e+00,-6.142802952757708823e-03
1.971200000000000174e-01,1.151605849898057699e+00,1.145462906436982786e+00,-6.142943461074912292e-03
1.971300000000000274e-01,1.151603334522103061e+00,1.145460250775031774e+00,-6.143083747071287348e-03
1.971400000000000097e-01,1.151600818923878222e+00,1.145457595113080762e+00,-6.143223810797460160e-03
1.971500000000000197e-01,1.151598303103433363e+00,1.145454939451129750e+00,-6.143363652303612810e-03
1.971600000000000297e-01,1.151595787060819109e+00,1.145452283789178738e+00,-6.143503271640371466e-03
1.971700000000000119e-01,1.151593270796085200e+00,1.145449628127227726e+00,-6.143642668857474121e-03
1.971800000000000219e-01,1.151590754309282483e+00,1.145446972465276714e+00,-6.143781844005768988e-03
1.971900000000000042e-01,1.151588237600461140e+00,1.145444316803325702e+00,-6.143920797135438150e-03
1.972000000000000142e-01,1.151585720669671131e+00,1.145441661141374912e+00,-6.144059528296219597e-03
1.972100000000000242e-01,1.151583203516963083e+00,1.145439005479423900e+00,-6.144198037539183588e-03
1.972200000000000064e-01,1.151580686142386956e+00,1.145436349817472887e+00,-6.144336324914068115e-03
1.972300000000000164e-01,1.151578168545993375e+00,1.145433694155521875e+00,-6.144474390471499348e-03
