slip_angle_rad,slip_angle_deg,pacejka_fy_magnitude_over_fz,linear_fy_magnitude_over_fz,linear_error
1.232656237513514996e-01,7.062599999999998879e+00,6.864146800772940038e-01,6.833562075629625587e-01,-3.058472514331445069e-03
1.232708597391074801e-01,7.062899999999999068e+00,6.864132206883144516e-01,6.833544327854671474e-01,-3.058787902847304174e-03
1.232760957268634605e-01,7.063199999999998369e+00,6.864117609823435773e-01,6.833526580079717361e-01,-3.059102974371841199e-03
1.232813317146194410e-01,7.063499999999998558e+00,6.864103009594525462e-01,6.833508832304763247e-01,-3.059417728976221440e-03
1.232865677023754353e-01,7.063799999999999635e+00,6.864088406197129677e-01,6.833491084529809134e-01,-3.059732166732054282e-03
1.232918036901314157e-01,7.064099999999998936e+00,6.864073799631964512e-01,6.833473336754855021e-01,-3.060046287710949109e-03
1.232970396778873962e-01,7.064399999999999125e+00,6.864059189899741620e-01,6.833455588979900908e-01,-3.060360091984071218e-03
1.233022756656433766e-01,7.064699999999998425e+00,6.864044577001179315e-01,6.833437841204946794e-01,-3.060673579623252039e-03
1.233075116533993570e-01,7.064999999999998614e+00,6.864029960936989250e-01,6.833420093429992681e-01,-3.060986750699656866e-03
1.233127476411553514e-01,7.065299999999999692e+00,6.864015341707887519e-01,6.833402345655038568e-01,-3.061299605284895087e-03
1.233179836289113318e-01,7.065599999999998992e+00,6.864000719314586885e-01,6.833384597880084455e-01,-3.061612143450243018e-03
1.233232196166673122e-01,7.065899999999999181e+00,6.863986093757802331e-01,6.833366850105130341e-01,-3.061924365267199022e-03
1.233284556044232927e-01,7.066199999999998482e+00,6.863971465038247732e-01,6.833349102330176228e-01,-3.062236270807150440e-03
1.233336915921792731e-01,7.066499999999998671e+00,6.863956833156635851e-01,6.833331354555222115e-01,-3.062547860141373590e-03
1.233389275799352536e-01,7.066799999999998860e+00,6.863942198113681670e-01,6.833313606780268001e-01,-3.062859133341366835e-03
1.233441635676912479e-01,7.067099999999999049e+00,6.863927559910097953e-01,6.833295859005313888e-01,-3.063170090478406493e-03
1.233493995554472283e-01,7.067399999999999238e+00,6.863912918546598574e-01,6.833278111230359775e-01,-3.063480731623879905e-03
1.233546355432032088e-01,7.067699999999998539e+00,6.863898274023895185e-01,6.833260363455405662e-01,-3.063791056848952365e-03
1.233598715309591892e-01,7.067999999999998728e+00,6.863883626342702771e-01,6.833242615680451548e-01,-3.064101066225122239e-03
1.233651075187151697e-01,7.068299999999998917e+00,6.863868975503734093e-01,6.833224867905497435e-01,-3.064410759823665842e-03
1.233703435064711640e-01,7.068599999999999106e+00,6.863854321507700806e-01,6.833207120130543322e-01,-3.064720137715748471e-03
1.233755794942271444e-01,7.068899999999999295e+00,6.863839664355314563e-01,6.833189372355589208e-01,-3.065029199972535423e-03
1.233808154819831249e-01,7.069199999999998596e+00,6.863825004047291456e-01,6.833171624580635095e-01,-3.065337946665636082e-03
1.233860514697391053e-01,7.069499999999998785e+00,6.863810340584340919e-01,6.833153876805680982e-01,-3.065646377865993699e-03
1.233912874574950858e-01,7.069799999999998974e+00,6.863795673967176825e-01,6.833136129030726869e-01,-3.065954493644995615e-03
1.233965234452510662e-01,7.070099999999998275e+00,6.863781004196509716e-01,6.833118381255772755e-01,-3.066262294073696104e-03
1.234017594330070605e-01,7.070399999999999352e+00,6.863766331273051247e-01,6.833100633480817532e-01,-3.066569779223371484e-03
1.234069954207630410e-01,7.070699999999998653e+00,6.863751655197516399e-01,6.833082885705863418e-01,-3.066876949165298072e-03
1.234122314085190214e-01,7.070999999999998842e+00,6.863736975970613496e-01,6.833065137930909305e-01,-3.067183803970419120e-03
1.234174673962750018e-01,7.071299999999999031e+00,6.863722293593054191e-01,6.833047390155955192e-01,-3.067490343709899925e-03
1.234227033840309823e-01,7.071599999999998332e+00,6.863707608065553467e-01,6.833029642381001079e-01,-3.067796568455238848e-03
1.234279393717869766e-01,7.071899999999999409e+00,6.863692919388817426e-01,6.833011894606046965e-01,-3.068102478277046075e-03
1.234331753595429571e-01,7.072199999999998710e+00,6.863678227563561052e-01,6.832994146831092852e-01,-3.068408073246819967e-03
1.234384113472989375e-01,7.072499999999998899e+00,6.863663532590493777e-01,6.832976399056138739e-01,-3.068713353435503777e-03
1.234436473350549179e-01,7.072799999999999088e+00,6.863648834470327253e-01,6.832958651281184626e-01,-3.069018318914262800e-03
1.234488833228108984e-01,7.073099999999998388e+00,6.863634133203772025e-01,6.832940903506230512e-01,-3.069322969754151309e-03
1.234541193105668788e-01,7.073399999999998577e+00,6.863619428791536414e-01,6.832923155731276399e-01,-3.069627306026001534e-03
1.234593552983228731e-01,7.073699999999998766e+00,6.863604721234333184e-01,6.832905407956322286e-01,-3.069931327801089793e-03
1.234645912860788536e-01,7.073999999999998956e+00,6.863590010532872876e-01,6.832887660181368172e-01,-3.070235035150470360e-03
1.234698272738348340e-01,7.074299999999999145e+00,6.863575296687863814e-01,6.832869912406414059e-01,-3.070538428144975462e-03
1.234750632615908145e-01,7.074599999999998445e+00,6.863560579700017650e-01,6.832852164631459946e-01,-3.070841506855770398e-03
1.234802992493467949e-01,7.074899999999998634e+00,6.863545859570043817e-01,6.832834416856505833e-01,-3.071144271353798416e-03
1.234855352371027892e-01,7.075199999999999712e+00,6.863531136298651747e-01,6.832816669081551719e-01,-3.071446721710002770e-03
1.234907712248587697e-01,7.075499999999999012e+00,6.863516409886550873e-01,6.832798921306597606e-01,-3.071748857995326709e-03
1.234960072126147501e-01,7.075799999999999201e+00,6.863501680334449517e-01,6.832781173531643493e-01,-3.072050680280602464e-03
1.235012432003707306e-01,7.076099999999998502e+00,6.863486947643060443e-01,6.832763425756689379e-01,-3.072352188637106352e-03
1.235064791881267110e-01,7.076399999999998691e+00,6.863472211813088641e-01,6.832745677981735266e-01,-3.072653383135337535e-03
1.235117151758826914e-01,7.076699999999998880e+00,6.863457472845246876e-01,6.832727930206781153e-01,-3.072954263846572331e-03
1.235169511636386858e-01,7.076999999999999069e+00,6.863442730740241249e-01,6.832710182431827040e-01,-3.073254830841420926e-03
1.235221871513946662e-01,7.077299999999999258e+00,6.863427985498781192e-01,6.832692434656872926e-01,-3.073555084190826570e-03
1.235274231391506466e-01,7.077599999999998559e+00,6.863413237121577248e-01,6.832674686881918813e-01,-3.073855023965843536e-03
1.235326591269066271e-01,7.077899999999998748e+00,6.863398485609334410e-01,6.832656939106964700e-01,-3.074154650236970987e-03
1.235378951146626075e-01,7.078199999999998937e+00,6.863383730962763218e-01,6.832639191332010586e-01,-3.074453963075263196e-03
1.235431311024186019e-01,7.078499999999999126e+00,6.863368973182571997e-01,6.832621443557056473e-01,-3.074752962551552393e-03
1.235483670901745823e-01,7.078799999999999315e+00,6.863354212269467958e-01,6.832603695782102360e-01,-3.075051648736559784e-03
1.235536030779305627e-01,7.079099999999998616e+00,6.863339448224159423e-01,6.832585948007148247e-01,-3.075350021701117598e-03
1.235588390656865432e-01,7.079399999999998805e+00,6.863324681047354714e-01,6.832568200232194133e-01,-3.075648081516058063e-03
1.235640750534425236e-01,7.079699999999998994e+00,6.863309910739759934e-01,6.832550452457240020e-01,-3.075945828251991365e-03
1.235693110411985041e-01,7.079999999999998295e+00,6.863295137302083404e-01,6.832532704682285907e-01,-3.076243261979749732e-03
1.235745470289544984e-01,7.080299999999999372e+00,6.863280360735032337e-01,6.832514956907331793e-01,-3.076540382770054372e-03
1.235797830167104788e-01,7.080599999999998673e+00,6.863265581039315055e-01,6.832497209132377680e-01,-3.076837190693737512e-03
1.235850190044664593e-01,7.080899999999998862e+00,6.863250798215637660e-01,6.832479461357423567e-01,-3.077133685821409337e-03
1.235902549922224397e-01,7.081199999999999051e+00,6.863236012264706254e-01,6.832461713582469454e-01,-3.077429868223680032e-03
1.235954909799784202e-01,7.081499999999998352e+00,6.863221223187229159e-01,6.832443965807515340e-01,-3.077725737971381825e-03
1.236007269677344145e-01,7.081799999999999429e+00,6.863206430983911366e-01,6.832426218032561227e-01,-3.078021295135013879e-03
1.236059629554903949e-01,7.082099999999998730e+00,6.863191635655461198e-01,6.832408470257607114e-01,-3.078316539785408423e-03
1.236111989432463754e-01,7.082399999999998919e+00,6.863176837202584757e-01,6.832390722482653000e-01,-3.078611471993175641e-03
1.236164349310023558e-01,7.082699999999999108e+00,6.863162035625987034e-01,6.832372974707697777e-01,-3.078906091828925717e-03
1.236216709187583362e-01,7.082999999999998408e+00,6.863147230926375242e-01,6.832355226932743664e-01,-3.079200399363157814e-03
1.236269069065143306e-01,7.083299999999999486e+00,6.863132423104454372e-01,6.832337479157789550e-01,-3.079494394666482115e-03
1.236321428942703110e-01,7.083599999999998786e+00,6.863117612160930525e-01,6.832319731382835437e-01,-3.079788077809508806e-03
1.236373788820262914e-01,7.083899999999998975e+00,6.863102798096512025e-01,6.832301983607881324e-01,-3.080081448863070115e-03
1.236426148697822719e-01,7.084199999999999164e+00,6.863087980911900532e-01,6.832284235832927211e-01,-3.080374507897332137e-03
1.236478508575382523e-01,7.084499999999998465e+00,6.863073160607802148e-01,6.832266488057973097e-01,-3.080667254982905057e-03
1.236530868452942328e-01,7.084799999999998654e+00,6.863058337184924085e-01,6.832248740283018984e-01,-3.080959690190510081e-03
1.236583228330502271e-01,7.085099999999998843e+00,6.863043510643971334e-01,6.832230992508064871e-01,-3.081251813590646371e-03
1.236635588208062075e-01,7.085399999999999032e+00,6.863028680985646668e-01,6.832213244733110757e-01,-3.081543625253591046e-03
1.236687948085621880e-01,7.085699999999999221e+00,6.863013848210656187e-01,6.832195496958156644e-01,-3.081835125249954288e-03
1.236740307963181684e-01,7.085999999999998522e+00,6.862999012319704883e-01,6.832177749183202531e-01,-3.082126313650235261e-03
1.236792667840741489e-01,7.086299999999998711e+00,6.862984173313497749e-01,6.832160001408248418e-01,-3.082417190524933126e-03
1.236845027718301432e-01,7.086599999999998900e+00,6.862969331192738665e-01,6.832142253633294304e-01,-3.082707755944436023e-03
1.236897387595861236e-01,7.086899999999999089e+00,6.862954485958131512e-01,6.832124505858340191e-01,-3.082998009979132092e-03
1.236949747473421041e-01,7.087199999999999278e+00,6.862939637610381283e-01,6.832106758083386078e-01,-3.083287952699520496e-03
1.237002107350980845e-01,7.087499999999998579e+00,6.862924786150190748e-01,6.832089010308431964e-01,-3.083577584175878350e-03
1.237054467228540650e-01,7.087799999999998768e+00,6.862909931578264899e-01,6.832071262533477851e-01,-3.083866904478704818e-03
1.237106827106100454e-01,7.088099999999998957e+00,6.862895073895307618e-01,6.832053514758523738e-01,-3.084155913678388039e-03
1.237159186983660397e-01,7.088399999999999146e+00,6.862880213102021676e-01,6.832035766983569625e-01,-3.084444611845205131e-03
1.237211546861220202e-01,7.088699999999999335e+00,6.862865349199110954e-01,6.832018019208615511e-01,-3.084732999049544233e-03
1.237263906738780006e-01,7.088999999999998636e+00,6.862850482187279333e-01,6.832000271433661398e-01,-3.085021075361793486e-03
1.237316266616339810e-01,7.089299999999998825e+00,6.862835612067229585e-01,6.831982523658707285e-01,-3.085308840852230006e-03
1.237368626493899615e-01,7.089599999999999014e+00,6.862820738839664481e-01,6.831964775883753171e-01,-3.085596295591130911e-03
1.237420986371459558e-01,7.089899999999999203e+00,6.862805862505286791e-01,6.831947028108799058e-01,-3.085883439648773319e-03
1.237473346249019363e-01,7.090199999999999392e+00,6.862790983064799288e-01,6.831929280333844945e-01,-3.086170273095434347e-03
1.237525706126579167e-01,7.090499999999998693e+00,6.862776100518905853e-01,6.831911532558890832e-01,-3.086456796001502134e-03
1.237578066004138971e-01,7.090799999999998882e+00,6.862761214868308146e-01,6.831893784783936718e-01,-3.086743008437142777e-03
1.237630425881698776e-01,7.091099999999999071e+00,6.862746326113708939e-01,6.831876037008982605e-01,-3.087028910472633392e-03
1.237682785759258580e-01,7.091399999999998371e+00,6.862731434255808782e-01,6.831858289234028492e-01,-3.087314502178029052e-03
1.237735145636818523e-01,7.091699999999999449e+00,6.862716539295312668e-01,6.831840541459074378e-01,-3.087599783623828920e-03
1.237787505514378328e-01,7.091999999999998749e+00,6.862701641232920036e-01,6.831822793684120265e-01,-3.087884754879977045e-03
1.237839865391938132e-01,7.092299999999998938e+00,6.862686740069333657e-01,6.831805045909166152e-01,-3.088169416016750546e-03
1.237892225269497937e-01,7.092599999999999127e+00,6.862671835805255194e-01,6.831787298134212039e-01,-3.088453767104315517e-03
1.237944585147057741e-01,7.092899999999998428e+00,6.862656928441387416e-01,6.831769550359257925e-01,-3.088737808212949076e-03
1.237996945024617684e-01,7.093199999999999505e+00,6.862642017978428655e-01,6.831751802584303812e-01,-3.089021539412484252e-03
1.238049304902177489e-01,7.093499999999998806e+00,6.862627104417083901e-01,6.831734054809349699e-01,-3.089304960773420206e-03
1.238101664779737293e-01,7.093799999999998995e+00,6.862612187758050375e-01,6.831716307034394475e-01,-3.089588072365589966e-03
1.238154024657297098e-01,7.094099999999999184e+00,6.862597268002033069e-01,6.831698559259440362e-01,-3.089870874259270650e-03
1.238206384534856902e-01,7.094399999999998485e+00,6.862582345149730312e-01,6.831680811484486249e-01,-3.090153366524406309e-03
1.238258744412416706e-01,7.094699999999998674e+00,6.862567419201842656e-01,6.831663063709532135e-01,-3.090435549231052015e-03
1.238311104289976650e-01,7.094999999999998863e+00,6.862552490159072871e-01,6.831645315934578022e-01,-3.090717422449484886e-03
1.238363464167536454e-01,7.095299999999999052e+00,6.862537558022119288e-01,6.831627568159623909e-01,-3.090998986249537950e-03
1.238415824045096258e-01,7.095599999999999241e+00,6.862522622791682458e-01,6.831609820384669796e-01,-3.091280240701266280e-03
1.238468183922656063e-01,7.095899999999998542e+00,6.862507684468464042e-01,6.831592072609715682e-01,-3.091561185874835971e-03
1.238520543800215867e-01,7.096199999999998731e+00,6.862492743053162370e-01,6.831574324834761569e-01,-3.091841821840080051e-03
1.238572903677775811e-01,7.096499999999998920e+00,6.862477798546479102e-01,6.831556577059807456e-01,-3.092122148667164616e-03
1.238625263555335615e-01,7.096799999999999109e+00,6.862462850949112569e-01,6.831538829284853342e-01,-3.092402166425922694e-03
1.238677623432895419e-01,7.097099999999999298e+00,6.862447900261762213e-01,6.831521081509899229e-01,-3.092681875186298335e-03
1.238729983310455224e-01,7.097399999999998599e+00,6.862432946485127472e-01,6.831503333734945116e-01,-3.092961275018235590e-03
1.238782343188015028e-01,7.097699999999998788e+00,6.862417989619910008e-01,6.831485585959991003e-01,-3.093240365991900553e-03
1.238834703065574833e-01,7.097999999999998089e+00,6.862403029666807042e-01,6.831467838185036889e-01,-3.093519148177015232e-03
1.238887062943134776e-01,7.098299999999999166e+00,6.862388066626516903e-01,6.831450090410082776e-01,-3.093797621643412654e-03
1.238939422820694580e-01,7.098599999999999355e+00,6.862373100499740142e-01,6.831432342635128663e-01,-3.094075786461147892e-03
1.238991782698254385e-01,7.098899999999998656e+00,6.862358131287175089e-01,6.831414594860174549e-01,-3.094353642700053975e-03
1.239044142575814189e-01,7.099199999999998845e+00,6.862343158989521186e-01,6.831396847085220436e-01,-3.094631190430074952e-03
1.239096502453373994e-01,7.099499999999998145e+00,6.862328183607474541e-01,6.831379099310266323e-01,-3.094908429720821808e-03
1.239148862330933937e-01,7.099799999999999223e+00,6.862313205141735706e-01,6.831361351535312210e-01,-3.095185360642349615e-03
1.239201222208493741e-01,7.100099999999999412e+00,6.862298223593003010e-01,6.831343603760358096e-01,-3.095461983264491401e-03
1.239253582086053546e-01,7.100399999999998712e+00,6.862283238961973675e-01,6.831325855985403983e-01,-3.095738297656969173e-03
1.239305941963613350e-01,7.100699999999998902e+00,6.862268251249346029e-01,6.831308108210449870e-01,-3.096014303889615960e-03
1.239358301841173154e-01,7.100999999999999091e+00,6.862253260455817294e-01,6.831290360435495757e-01,-3.096290002032153765e-03
1.239410661718733098e-01,7.101299999999999280e+00,6.862238266582085799e-01,6.831272612660541643e-01,-3.096565392154415619e-03
1.239463021596292902e-01,7.101599999999999469e+00,6.862223269628849875e-01,6.831254864885587530e-01,-3.096840474326234549e-03
1.239515381473852706e-01,7.101899999999998769e+00,6.862208269596805632e-01,6.831237117110633417e-01,-3.097115248617221539e-03
1.239567741351412511e-01,7.102199999999998958e+00,6.862193266486650289e-01,6.831219369335679303e-01,-3.097389715097098595e-03
1.239620101228972315e-01,7.102499999999999147e+00,6.862178260299082178e-01,6.831201621560725190e-01,-3.097663873835698745e-03
1.239672461106532120e-01,7.102799999999998448e+00,6.862163251034797407e-01,6.831183873785771077e-01,-3.097937724902632972e-03
1.239724820984092063e-01,7.103099999999999525e+00,6.862148238694493196e-01,6.831166126010816964e-01,-3.098211268367623283e-03
1.239777180861651867e-01,7.103399999999998826e+00,6.862133223278866767e-01,6.831148378235862850e-01,-3.098484504300391684e-03
1.239829540739211672e-01,7.103699999999999015e+00,6.862118204788614229e-01,6.831130630460908737e-01,-3.098757432770549158e-03
1.239881900616771476e-01,7.103999999999999204e+00,6.862103183224430580e-01,6.831112882685954624e-01,-3.099030053847595667e-03
1.239934260494331281e-01,7.104299999999998505e+00,6.862088158587016373e-01,6.831095134911000510e-01,-3.099302367601586283e-03
1.239986620371891224e-01,7.104599999999999582e+00,6.862073130877062166e-01,6.831077387136046397e-01,-3.099574374101576879e-03
1.240038980249451028e-01,7.104899999999998883e+00,6.862058100095268509e-01,6.831059639361092284e-01,-3.099846073417622527e-03
1.240091340127010833e-01,7.105199999999999072e+00,6.862043066242330402e-01,6.831041891586138171e-01,-3.100117465619223189e-03
1.240143700004570637e-01,7.105499999999999261e+00,6.862028029318942846e-01,6.831024143811184057e-01,-3.100388550775878826e-03
1.240196059882130442e-01,7.105799999999998562e+00,6.862012989325800838e-01,6.831006396036229944e-01,-3.100659328957089400e-03
1.240248419759690246e-01,7.106099999999998751e+00,6.861997946263601600e-01,6.830988648261275831e-01,-3.100929800232576916e-03
1.240300779637250189e-01,7.106399999999998940e+00,6.861982900133040131e-01,6.830970900486320607e-01,-3.101199964671952358e-03
1.240353139514809994e-01,7.106699999999999129e+00,6.861967850934809210e-01,6.830953152711366494e-01,-3.101469822344271599e-03
1.240405499392369798e-01,7.106999999999999318e+00,6.861952798669608278e-01,6.830935404936412381e-01,-3.101739373319589710e-03
1.240457859269929602e-01,7.107299999999998619e+00,6.861937743338127893e-01,6.830917657161458267e-01,-3.102008617666962564e-03
1.240510219147489407e-01,7.107599999999998808e+00,6.861922684941066386e-01,6.830899909386504154e-01,-3.102277555456223190e-03
1.240562579025049350e-01,7.107899999999998997e+00,6.861907623479116536e-01,6.830882161611550041e-01,-3.102546186756649504e-03
1.240614938902609155e-01,7.108199999999999186e+00,6.861892558952974452e-01,6.830864413836595928e-01,-3.102814511637852490e-03
1.240667298780168959e-01,7.108499999999999375e+00,6.861877491363332915e-01,6.830846666061641814e-01,-3.103082530169110065e-03
1.240719658657728763e-01,7.108799999999998676e+00,6.861862420710886923e-01,6.830828918286687701e-01,-3.103350242419922189e-03
1.240772018535288568e-01,7.109099999999998865e+00,6.861847346996330366e-01,6.830811170511733588e-01,-3.103617648459677802e-03
1.240824378412848372e-01,7.109399999999998165e+00,6.861832270220358243e-01,6.830793422736779474e-01,-3.103884748357876866e-03
1.240876738290408315e-01,7.109699999999999243e+00,6.861817190383663334e-01,6.830775674961825361e-01,-3.104151542183797297e-03
1.240929098167968120e-01,7.109999999999999432e+00,6.861802107486939528e-01,6.830757927186871248e-01,-3.104418030006828033e-03
1.240981458045527924e-01,7.110299999999998732e+00,6.861787021530881825e-01,6.830740179411917135e-01,-3.104684211896469037e-03
1.241033817923087729e-01,7.110599999999998921e+00,6.861771932516181893e-01,6.830722431636963021e-01,-3.104950087921887203e-03
1.241086177800647533e-01,7.110899999999998222e+00,6.861756840443533623e-01,6.830704683862008908e-01,-3.105215658152471470e-03
1.241138537678207476e-01,7.111199999999999299e+00,6.861741745313629792e-01,6.830686936087054795e-01,-3.105480922657499754e-03
1.241190897555767281e-01,7.111499999999999488e+00,6.861726647127165402e-01,6.830669188312100681e-01,-3.105745881506472017e-03
1.241243257433327085e-01,7.111799999999998789e+00,6.861711545884831009e-01,6.830651440537146568e-01,-3.106010534768444131e-03
1.241295617310886890e-01,7.112099999999998978e+00,6.861696441587321615e-01,6.830633692762192455e-01,-3.106274882512916058e-03
1.241347977188446694e-01,7.112399999999998279e+00,6.861681334235327778e-01,6.830615944987238342e-01,-3.106538924808943669e-03
1.241400337066006498e-01,7.112699999999998468e+00,6.861666223829543387e-01,6.830598197212284228e-01,-3.106802661725915904e-03
1.241452696943566442e-01,7.112999999999999545e+00,6.861651110370660112e-01,6.830580449437330115e-01,-3.107066093332999657e-03
1.241505056821126246e-01,7.113299999999998846e+00,6.861635993859371840e-01,6.830562701662376002e-01,-3.107329219699583867e-03
1.241557416698686050e-01,7.113599999999999035e+00,6.861620874296368022e-01,6.830544953887421888e-01,-3.107592040894613383e-03
1.241609776576245855e-01,7.113899999999998336e+00,6.861605751682342547e-01,6.830527206112467775e-01,-3.107854556987477146e-03
1.241662136453805659e-01,7.114199999999998525e+00,6.861590626017985972e-01,6.830509458337513662e-01,-3.108116768047231027e-03
1.241714496331365603e-01,7.114499999999999602e+00,6.861575497303992188e-01,6.830491710562559549e-01,-3.108378674143263964e-03
1.241766856208925407e-01,7.114799999999998903e+00,6.861560365541050643e-01,6.830473962787605435e-01,-3.108640275344520809e-03
1.241819216086485211e-01,7.115099999999999092e+00,6.861545230729854117e-01,6.830456215012651322e-01,-3.108901571720279478e-03
1.241871575964045016e-01,7.115399999999998393e+00,6.861530092871093167e-01,6.830438467237697209e-01,-3.109162563339595842e-03
1.241923935841604820e-01,7.115699999999998582e+00,6.861514951965459463e-01,6.830420719462743095e-01,-3.109423250271636796e-03
1.241976295719164763e-01,7.115999999999999659e+00,6.861499808013642454e-01,6.830402971687788982e-01,-3.109683632585347191e-03
1.242028655596724568e-01,7.116299999999998960e+00,6.861484661016336029e-01,6.830385223912834869e-01,-3.109943710350115964e-03
1.242081015474284372e-01,7.116599999999999149e+00,6.861469510974227415e-01,6.830367476137880756e-01,-3.110203483634665922e-03
1.242133375351844177e-01,7.116899999999998450e+00,6.861454357888010502e-01,6.830349728362926642e-01,-3.110462952508386003e-03
1.242185735229403981e-01,7.117199999999998639e+00,6.861439201758373629e-01,6.830331980587972529e-01,-3.110722117040110035e-03
1.242238095106963786e-01,7.117499999999998828e+00,6.861424042586008465e-01,6.830314232813018416e-01,-3.110980977299004913e-03
1.242290454984523729e-01,7.117799999999999017e+00,6.861408880371604457e-01,6.830296485038063192e-01,-3.111239533354126507e-03
1.242342814862083533e-01,7.118099999999999206e+00,6.861393715115852165e-01,6.830278737263109079e-01,-3.111497785274308647e-03
1.242395174739643338e-01,7.118399999999998506e+00,6.861378546819441038e-01,6.830260989488154966e-01,-3.111755733128607204e-03
1.242447534617203142e-01,7.118699999999998695e+00,6.861363375483061633e-01,6.830243241713200852e-01,-3.112013376986078050e-03
1.242499894494762946e-01,7.118999999999998884e+00,6.861348201107403399e-01,6.830225493938246739e-01,-3.112270716915666036e-03
1.242552254372322890e-01,7.119299999999999073e+00,6.861333023693155786e-01,6.830207746163292626e-01,-3.112527752986316010e-03
1.242604614249882694e-01,7.119599999999999262e+00,6.861317843241006020e-01,6.830189998388338513e-01,-3.112784485266750778e-03
1.242656974127442499e-01,7.119899999999998563e+00,6.861302659751647992e-01,6.830172250613384399e-01,-3.113040913826359279e-03
1.242709334005002303e-01,7.120199999999998752e+00,6.861287473225766709e-01,6.830154502838430286e-01,-3.113297038733642275e-03
1.242761693882562107e-01,7.120499999999998941e+00,6.861272283664053839e-01,6.830136755063476173e-01,-3.113552860057766658e-03
1.242814053760121912e-01,7.120799999999998242e+00,6.861257091067196612e-01,6.830119007288522059e-01,-3.113808377867455235e-03
1.242866413637681855e-01,7.121099999999999319e+00,6.861241895435885585e-01,6.830101259513567946e-01,-3.114063592231763877e-03
1.242918773515241659e-01,7.121399999999999508e+00,6.861226696770806877e-01,6.830083511738613833e-01,-3.114318503219304368e-03
1.242971133392801464e-01,7.121699999999998809e+00,6.861211495072651045e-01,6.830065763963659720e-01,-3.114573110899132580e-03
1.243023493270361268e-01,7.121999999999998998e+00,6.861196290342105319e-01,6.830048016188705606e-01,-3.114827415339971317e-03
1.243075853147921073e-01,7.122299999999998299e+00,6.861181082579858037e-01,6.830030268413751493e-01,-3.115081416610654408e-03
1.243128213025481016e-01,7.122599999999999376e+00,6.861165871786598647e-01,6.830012520638797380e-01,-3.115335114780126702e-03
1.243180572903040820e-01,7.122899999999999565e+00,6.861150657963012156e-01,6.829994772863843266e-01,-3.115588509916888960e-03
1.243232932780600625e-01,7.123199999999998866e+00,6.861135441109789124e-01,6.829977025088889153e-01,-3.115841602089997053e-03
1.243285292658160429e-01,7.123499999999999055e+00,6.861120221227615668e-01,6.829959277313935040e-01,-3.116094391368062766e-03
1.243337652535720234e-01,7.123799999999998356e+00,6.861104998317180126e-01,6.829941529538980927e-01,-3.116346877819919925e-03
1.243390012413280038e-01,7.124099999999998545e+00,6.861089772379169727e-01,6.829923781764026813e-01,-3.116599061514291336e-03
1.243442372290839981e-01,7.124399999999999622e+00,6.861074543414271698e-01,6.829906033989072700e-01,-3.116850942519899803e-03
1.243494732168399786e-01,7.124699999999998923e+00,6.861059311423173268e-01,6.829888286214118587e-01,-3.117102520905468133e-03
1.243547092045959590e-01,7.124999999999999112e+00,6.861044076406561665e-01,6.829870538439164473e-01,-3.117353796739719130e-03
1.243599451923519394e-01,7.125299999999998413e+00,6.861028838365123006e-01,6.829852790664210360e-01,-3.117604770091264577e-03
1.243651811801079199e-01,7.125599999999998602e+00,6.861013597299543409e-01,6.829835042889256247e-01,-3.117855441028716257e-03
1.243704171678639142e-01,7.125899999999999679e+00,6.860998353210511214e-01,6.829817295114302134e-01,-3.118105809620907998e-03
1.243756531556198947e-01,7.126199999999998980e+00,6.860983106098711426e-01,6.829799547339348020e-01,-3.118355875936340560e-03
1.243808891433758751e-01,7.126499999999999169e+00,6.860967855964832385e-01,6.829781799564393907e-01,-3.118605640043847771e-03
1.243861251311318555e-01,7.126799999999998469e+00,6.860952602809557987e-01,6.829764051789439794e-01,-3.118855102011819369e-03
1.243913611188878360e-01,7.127099999999998658e+00,6.860937346633575462e-01,6.829746304014485681e-01,-3.119104261908978160e-03
1.243965971066438164e-01,7.127399999999998847e+00,6.860922087437569816e-01,6.829728556239531567e-01,-3.119353119803824903e-03
1.244018330943998107e-01,7.127699999999999037e+00,6.860906825222228278e-01,6.829710808464577454e-01,-3.119601675765082405e-03
1.244070690821557912e-01,7.127999999999999226e+00,6.860891559988235855e-01,6.829693060689623341e-01,-3.119849929861251425e-03
1.244123050699117716e-01,7.128299999999998526e+00,6.860876291736276444e-01,6.829675312914669227e-01,-3.120097882160721703e-03
1.244175410576677521e-01,7.128599999999998715e+00,6.860861020467038385e-01,6.829657565139715114e-01,-3.120345532732327065e-03
1.244227770454237325e-01,7.128899999999998904e+00,6.860845746181204463e-01,6.829639817364761001e-01,-3.120592881644346228e-03
1.244280130331797268e-01,7.129199999999999093e+00,6.860830468879461908e-01,6.829622069589806888e-01,-3.120839928965501997e-03
1.244332490209357073e-01,7.129499999999999282e+00,6.860815188562493505e-01,6.829604321814852774e-01,-3.121086674764073088e-03
1.244384850086916877e-01,7.129799999999998583e+00,6.860799905230985374e-01,6.829586574039898661e-01,-3.121333119108671283e-03
1.244437209964476682e-01,7.130099999999998772e+00,6.860784618885623631e-01,6.829568826264943437e-01,-3.121579262068019389e-03
1.244489569842036486e-01,7.130399999999998961e+00,6.860769329527088845e-01,6.829551078489989324e-01,-3.121825103709952032e-03
1.244541929719596290e-01,7.130699999999998262e+00,6.860754037156068241e-01,6.829533330715035211e-01,-3.122070644103303039e-03
