slip_angle_rad,slip_angle_deg,pacejka_fy_magnitude_over_fz,linear_fy_magnitude_over_fz,linear_error
3.455280680050733522e-01,1.979729999999999634e+01,5.976617201918397182e-01,6.080186776601278487e-01,1.035695746828813046e-02
3.455333039928293326e-01,1.979759999999999565e+01,5.976602701185265154e-01,6.080169028826324373e-01,1.035663276410592193e-02
3.455385399805853130e-01,1.979789999999999850e+01,5.976588200748739199e-01,6.080151281051370260e-01,1.035630803026310609e-02
3.455437759683412935e-01,1.979819999999999780e+01,5.976573700608814876e-01,6.080133533276416147e-01,1.035598326676012704e-02
3.455490119560972739e-01,1.979849999999999710e+01,5.976559200765482194e-01,6.080115785501462033e-01,1.035565847359798397e-02
3.455542479438532544e-01,1.979879999999999640e+01,5.976544701218734490e-01,6.080098037726507920e-01,1.035533365077734302e-02
3.455594839316092348e-01,1.979909999999999570e+01,5.976530201968562883e-01,6.080080289951553807e-01,1.035500879829909238e-02
3.455647199193652153e-01,1.979939999999999500e+01,5.976515703014961822e-01,6.080062542176599694e-01,1.035468391616378714e-02
3.455699559071211957e-01,1.979969999999999786e+01,5.976501204357921315e-01,6.080044794401645580e-01,1.035435900437242651e-02
3.455751918948771761e-01,1.979999999999999716e+01,5.976486705997435811e-01,6.080027046626691467e-01,1.035403406292556561e-02
3.455804278826331566e-01,1.980029999999999646e+01,5.976472207933497538e-01,6.080009298851737354e-01,1.035370909182398158e-02
3.455856638703891370e-01,1.980059999999999576e+01,5.976457710166099835e-01,6.079991551076783241e-01,1.035338409106834057e-02
3.455908998581451175e-01,1.980089999999999506e+01,5.976443212695232710e-01,6.079973803301828017e-01,1.035305906065953074e-02
3.455961358459010979e-01,1.980119999999999436e+01,5.976428715520889501e-01,6.079956055526873904e-01,1.035273400059844029e-02
3.456013718336571339e-01,1.980149999999999721e+01,5.976414218643062437e-01,6.079938307751919790e-01,1.035240891088573534e-02
3.456066078214131143e-01,1.980180000000000007e+01,5.976399722061744857e-01,6.079920559976965677e-01,1.035208379152208202e-02
3.456118438091690948e-01,1.980209999999999937e+01,5.976385225776927879e-01,6.079902812202011564e-01,1.035175864250836852e-02
3.456170797969250752e-01,1.980239999999999867e+01,5.976370729788607061e-01,6.079885064427057451e-01,1.035143346384503893e-02
3.456223157846810556e-01,1.980269999999999797e+01,5.976356234096771303e-01,6.079867316652103337e-01,1.035110825553320346e-02
3.456275517724370361e-01,1.980299999999999727e+01,5.976341738701412831e-01,6.079849568877149224e-01,1.035078301757363928e-02
3.456327877601930165e-01,1.980329999999999657e+01,5.976327243602526096e-01,6.079831821102195111e-01,1.035045774996690149e-02
3.456380237479489970e-01,1.980359999999999587e+01,5.976312748800104435e-01,6.079814073327240997e-01,1.035013245271365623e-02
3.456432597357049774e-01,1.980389999999999873e+01,5.976298254294136747e-01,6.079796325552286884e-01,1.034980712581501372e-02
3.456484957234609579e-01,1.980419999999999803e+01,5.976283760084619701e-01,6.079778577777332771e-01,1.034948176927130703e-02
3.456537317112169383e-01,1.980449999999999733e+01,5.976269266171542194e-01,6.079760830002378658e-01,1.034915638308364638e-02
3.456589676989729187e-01,1.980479999999999663e+01,5.976254772554898675e-01,6.079743082227424544e-01,1.034883096725258689e-02
3.456642036867288992e-01,1.980509999999999593e+01,5.976240279234681374e-01,6.079725334452470431e-01,1.034850552177890570e-02
3.456694396744848796e-01,1.980539999999999523e+01,5.976225786210881408e-01,6.079707586677516318e-01,1.034818004666349101e-02
3.456746756622408601e-01,1.980569999999999808e+01,5.976211293483493225e-01,6.079689838902562204e-01,1.034785454190689791e-02
3.456799116499968405e-01,1.980599999999999739e+01,5.976196801052505725e-01,6.079672091127608091e-01,1.034752900751023663e-02
3.456851476377528209e-01,1.980629999999999669e+01,5.976182308917914465e-01,6.079654343352653978e-01,1.034720344347395127e-02
3.456903836255088014e-01,1.980659999999999599e+01,5.976167817079710565e-01,6.079636595577699865e-01,1.034687784979892999e-02
3.456956196132647818e-01,1.980689999999999529e+01,5.976153325537888472e-01,6.079618847802745751e-01,1.034655222648572792e-02
3.457008556010207623e-01,1.980719999999999459e+01,5.976138834292439306e-01,6.079601100027791638e-01,1.034622657353523323e-02
3.457060915887767427e-01,1.980749999999999389e+01,5.976124343343355294e-01,6.079583352252837525e-01,1.034590089094822307e-02
3.457113275765327232e-01,1.980779999999999674e+01,5.976109852690627555e-01,6.079565604477883412e-01,1.034557517872558563e-02
3.457165635642887591e-01,1.980809999999999960e+01,5.976095362334250538e-01,6.079547856702929298e-01,1.034524943686787601e-02
3.457217995520447396e-01,1.980839999999999890e+01,5.976080872274216471e-01,6.079530108927975185e-01,1.034492366537587138e-02
3.457270355398007200e-01,1.980869999999999820e+01,5.976066382510516473e-01,6.079512361153021072e-01,1.034459786425045991e-02
3.457322715275567004e-01,1.980899999999999750e+01,5.976051893043146102e-01,6.079494613378066958e-01,1.034427203349208568e-02
3.457375075153126809e-01,1.980929999999999680e+01,5.976037403872093146e-01,6.079476865603112845e-01,1.034394617310196995e-02
3.457427435030686613e-01,1.980959999999999610e+01,5.976022914997355384e-01,6.079459117828158732e-01,1.034362028308033477e-02
3.457479794908246418e-01,1.980989999999999895e+01,5.976008426418920605e-01,6.079441370053204619e-01,1.034329436342840136e-02
3.457532154785806222e-01,1.981019999999999825e+01,5.975993938136781036e-01,6.079423622278250505e-01,1.034296841414694690e-02
3.457584514663366027e-01,1.981049999999999756e+01,5.975979450150932237e-01,6.079405874503296392e-01,1.034264243523641547e-02
3.457636874540925831e-01,1.981079999999999686e+01,5.975964962461366436e-01,6.079388126728342279e-01,1.034231642669758422e-02
3.457689234418485635e-01,1.981109999999999616e+01,5.975950475068074752e-01,6.079370378953388165e-01,1.034199038853134134e-02
3.457741594296045440e-01,1.981139999999999546e+01,5.975935987971049412e-01,6.079352631178434052e-01,1.034166432073846398e-02
3.457793954173605244e-01,1.981169999999999831e+01,5.975921501170283756e-01,6.079334883403479939e-01,1.034133822331961827e-02
3.457846314051165049e-01,1.981199999999999761e+01,5.975907014665770012e-01,6.079317135628525826e-01,1.034101209627558138e-02
3.457898673928724853e-01,1.981229999999999691e+01,5.975892528457500408e-01,6.079299387853571712e-01,1.034068593960713045e-02
3.457951033806284658e-01,1.981259999999999621e+01,5.975878042545467173e-01,6.079281640078617599e-01,1.034035975331504265e-02
3.458003393683844462e-01,1.981289999999999552e+01,5.975863556929662535e-01,6.079263892303663486e-01,1.034003353740009512e-02
3.458055753561404266e-01,1.981319999999999482e+01,5.975849071610079832e-01,6.079246144528709372e-01,1.033970729186295401e-02
3.458108113438964071e-01,1.981349999999999767e+01,5.975834586586712405e-01,6.079228396753755259e-01,1.033938101670428544e-02
3.458160473316523875e-01,1.981379999999999697e+01,5.975820101859550260e-01,6.079210648978801146e-01,1.033905471192508863e-02
3.458212833194083680e-01,1.981409999999999627e+01,5.975805617428586736e-01,6.079192901203847033e-01,1.033872837752602969e-02
3.458265193071643484e-01,1.981439999999999557e+01,5.975791133293814061e-01,6.079175153428891809e-01,1.033840201350777477e-02
3.458317552949203844e-01,1.981469999999999843e+01,5.975776649455225575e-01,6.079157405653937696e-01,1.033807561987121204e-02
3.458369912826763648e-01,1.981499999999999773e+01,5.975762165912814616e-01,6.079139657878983583e-01,1.033774919661689662e-02
3.458422272704323452e-01,1.981529999999999703e+01,5.975747682666570082e-01,6.079121910104029469e-01,1.033742274374593872e-02
3.458474632581883257e-01,1.981559999999999633e+01,5.975733199716486421e-01,6.079104162329075356e-01,1.033709626125889347e-02
3.458526992459443061e-01,1.981589999999999918e+01,5.975718717062559193e-01,6.079086414554121243e-01,1.033676974915620494e-02
3.458579352337002866e-01,1.981619999999999848e+01,5.975704234704773965e-01,6.079068666779167129e-01,1.033644320743931644e-02
3.458631712214562670e-01,1.981649999999999778e+01,5.975689752643129626e-01,6.079050919004213016e-01,1.033611663610833897e-02
3.458684072092122475e-01,1.981679999999999708e+01,5.975675270877615075e-01,6.079033171229258903e-01,1.033579003516438277e-02
3.458736431969682279e-01,1.981709999999999638e+01,5.975660789408224760e-01,6.079015423454304790e-01,1.033546340460800295e-02
3.458788791847242083e-01,1.981739999999999569e+01,5.975646308234949799e-01,6.078997675679350676e-01,1.033513674444008767e-02
3.458841151724801888e-01,1.981769999999999854e+01,5.975631827357782422e-01,6.078979927904396563e-01,1.033481005466141411e-02
3.458893511602361692e-01,1.981799999999999784e+01,5.975617346776713745e-01,6.078962180129442450e-01,1.033448333527287044e-02
3.458945871479921497e-01,1.981829999999999714e+01,5.975602866491741549e-01,6.078944432354488336e-01,1.033415658627467870e-02
3.458998231357481301e-01,1.981859999999999644e+01,5.975588386502851401e-01,6.078926684579534223e-01,1.033382980766828219e-02
3.459050591235041106e-01,1.981889999999999574e+01,5.975573906810041080e-01,6.078908936804580110e-01,1.033350299945390294e-02
3.459102951112600910e-01,1.981919999999999504e+01,5.975559427413301705e-01,6.078891189029625997e-01,1.033317616163242914e-02
3.459155310990160714e-01,1.981949999999999790e+01,5.975544948312624394e-01,6.078873441254671883e-01,1.033284929420474896e-02
3.459207670867720519e-01,1.981979999999999720e+01,5.975530469508001374e-01,6.078855693479717770e-01,1.033252239717163956e-02
3.459260030745280323e-01,1.982009999999999650e+01,5.975515990999425986e-01,6.078837945704763657e-01,1.033219547053376708e-02
3.459312390622840128e-01,1.982039999999999580e+01,5.975501512786890457e-01,6.078820197929809543e-01,1.033186851429190867e-02
3.459364750500399932e-01,1.982069999999999510e+01,5.975487034870387015e-01,6.078802450154855430e-01,1.033154152844684148e-02
3.459417110377959736e-01,1.982099999999999440e+01,5.975472557249910110e-01,6.078784702379901317e-01,1.033121451299912064e-02
3.459469470255520096e-01,1.982129999999999725e+01,5.975458079925450861e-01,6.078766954604947204e-01,1.033088746794963431e-02
3.459521830133079900e-01,1.982159999999999656e+01,5.975443602897000384e-01,6.078749206829993090e-01,1.033056039329927067e-02
3.459574190010639705e-01,1.982189999999999941e+01,5.975429126164552018e-01,6.078731459055038977e-01,1.033023328904869587e-02
3.459626549888199509e-01,1.982219999999999871e+01,5.975414649728099103e-01,6.078713711280084864e-01,1.032990615519857602e-02
3.459678909765759314e-01,1.982249999999999801e+01,5.975400173587631647e-01,6.078695963505130750e-01,1.032957899174991034e-02
3.459731269643319118e-01,1.982279999999999731e+01,5.975385697743145208e-01,6.078678215730176637e-01,1.032925179870314292e-02
3.459783629520878923e-01,1.982309999999999661e+01,5.975371222194629794e-01,6.078660467955222524e-01,1.032892457605927294e-02
3.459835989398438727e-01,1.982339999999999591e+01,5.975356746942079855e-01,6.078642720180267300e-01,1.032859732381874451e-02
3.459888349275998531e-01,1.982369999999999877e+01,5.975342271985486509e-01,6.078624972405313187e-01,1.032827004198266785e-02
3.459940709153558336e-01,1.982399999999999807e+01,5.975327797324841983e-01,6.078607224630359074e-01,1.032794273055170908e-02
3.459993069031118140e-01,1.982429999999999737e+01,5.975313322960140727e-01,6.078589476855404961e-01,1.032761538952642333e-02
3.460045428908677945e-01,1.982459999999999667e+01,5.975298848891372749e-01,6.078571729080450847e-01,1.032728801890780979e-02
3.460097788786237749e-01,1.982489999999999597e+01,5.975284375118530278e-01,6.078553981305496734e-01,1.032696061869664561e-02
3.460150148663797554e-01,1.982519999999999527e+01,5.975269901641607762e-01,6.078536233530542621e-01,1.032663318889348592e-02
3.460202508541357358e-01,1.982549999999999812e+01,5.975255428460596319e-01,6.078518485755588507e-01,1.032630572949921888e-02
3.460254868418917162e-01,1.982579999999999742e+01,5.975240955575489288e-01,6.078500737980634394e-01,1.032597824051451063e-02
3.460307228296476967e-01,1.982609999999999673e+01,5.975226482986278898e-01,6.078482990205680281e-01,1.032565072194013833e-02
3.460359588174036771e-01,1.982639999999999603e+01,5.975212010692958486e-01,6.078465242430726168e-01,1.032532317377676812e-02
3.460411948051596576e-01,1.982669999999999533e+01,5.975197538695516952e-01,6.078447494655772054e-01,1.032499559602551020e-02
3.460464307929156380e-01,1.982699999999999463e+01,5.975183066993950964e-01,6.078429746880817941e-01,1.032466798868669766e-02
3.460516667806716185e-01,1.982729999999999393e+01,5.975168595588250531e-01,6.078411999105863828e-01,1.032434035176132969e-02
3.460569027684275989e-01,1.982759999999999678e+01,5.975154124478410100e-01,6.078394251330909714e-01,1.032401268524996141e-02
3.460621387561836348e-01,1.982789999999999964e+01,5.975139653664418571e-01,6.078376503555955601e-01,1.032368498915370303e-02
3.460673747439396153e-01,1.982819999999999894e+01,5.975125183146272612e-01,6.078358755781001488e-01,1.032335726347288762e-02
3.460726107316955957e-01,1.982849999999999824e+01,5.975110712923958900e-01,6.078341008006047375e-01,1.032302950820884746e-02
3.460778467194515762e-01,1.982879999999999754e+01,5.975096242997477436e-01,6.078323260231093261e-01,1.032270172336158254e-02
3.460830827072075566e-01,1.982909999999999684e+01,5.975081773366816007e-01,6.078305512456139148e-01,1.032237390893231410e-02
3.460883186949635371e-01,1.982939999999999614e+01,5.975067304031966842e-01,6.078287764681185035e-01,1.032204606492181931e-02
3.460935546827195175e-01,1.982969999999999899e+01,5.975052834992926609e-01,6.078270016906230921e-01,1.032171819133043122e-02
3.460987906704754979e-01,1.982999999999999829e+01,5.975038366249679767e-01,6.078252269131276808e-01,1.032139028815970416e-02
3.461040266582314784e-01,1.983029999999999760e+01,5.975023897802226314e-01,6.078234521356322695e-01,1.032106235540963812e-02
3.461092626459874588e-01,1.983059999999999690e+01,5.975009429650555148e-01,6.078216773581368582e-01,1.032073439308134333e-02
3.461144986337434393e-01,1.983089999999999620e+01,5.974994961794659609e-01,6.078199025806414468e-01,1.032040640117548591e-02
3.461197346214994197e-01,1.983119999999999550e+01,5.974980494234533035e-01,6.078181278031460355e-01,1.032007837969273201e-02
3.461249706092554002e-01,1.983149999999999835e+01,5.974966026970167654e-01,6.078163530256506242e-01,1.031975032863385877e-02
3.461302065970113806e-01,1.983179999999999765e+01,5.974951560001552364e-01,6.078145782481552128e-01,1.031942224799997643e-02
3.461354425847673610e-01,1.983209999999999695e+01,5.974937093328683835e-01,6.078128034706598015e-01,1.031909413779141804e-02
3.461406785725233415e-01,1.983239999999999625e+01,5.974922626951553184e-01,6.078110286931643902e-01,1.031876599800907179e-02
3.461459145602793219e-01,1.983269999999999555e+01,5.974908160870153750e-01,6.078092539156689789e-01,1.031843782865360382e-02
3.461511505480353024e-01,1.983299999999999486e+01,5.974893695084474432e-01,6.078074791381735675e-01,1.031810962972612433e-02
3.461563865357912828e-01,1.983329999999999416e+01,5.974879229594510788e-01,6.078057043606781562e-01,1.031778140122707743e-02
3.461616225235472633e-01,1.983359999999999701e+01,5.974864764400256156e-01,6.078039295831827449e-01,1.031745314315712925e-02
3.461668585113032437e-01,1.983389999999999631e+01,5.974850299501700546e-01,6.078021548056873335e-01,1.031712485551727898e-02
3.461720944990592796e-01,1.983419999999999916e+01,5.974835834898837295e-01,6.078003800281919222e-01,1.031679653830819277e-02
3.461773304868152601e-01,1.983449999999999847e+01,5.974821370591659742e-01,6.077986052506965109e-01,1.031646819153053674e-02
3.461825664745712405e-01,1.983479999999999777e+01,5.974806906580159005e-01,6.077968304732010996e-01,1.031613981518519907e-02
3.461878024623272210e-01,1.983509999999999707e+01,5.974792442864327313e-01,6.077950556957056882e-01,1.031581140927295692e-02
3.461930384500832014e-01,1.983539999999999637e+01,5.974777979444158005e-01,6.077932809182102769e-01,1.031548297379447643e-02
3.461982744378391819e-01,1.983569999999999922e+01,5.974763516319644419e-01,6.077915061407148656e-01,1.031515450875042372e-02
3.462035104255951623e-01,1.983599999999999852e+01,5.974749053490777673e-01,6.077897313632194543e-01,1.031482601414168698e-02
3.462087464133511427e-01,1.983629999999999782e+01,5.974734590957551106e-01,6.077879565857240429e-01,1.031449748996893234e-02
3.462139824011071232e-01,1.983659999999999712e+01,5.974720128719954726e-01,6.077861818082286316e-01,1.031416893623315900e-02
3.462192183888631036e-01,1.983689999999999642e+01,5.974705666777985202e-01,6.077844070307331092e-01,1.031384035293458901e-02
3.462244543766190841e-01,1.983719999999999573e+01,5.974691205131630323e-01,6.077826322532376979e-01,1.031351174007466565e-02
3.462296903643750645e-01,1.983749999999999858e+01,5.974676743780886756e-01,6.077808574757422866e-01,1.031318309765361096e-02
3.462349263521310450e-01,1.983779999999999788e+01,5.974662282725744511e-01,6.077790826982468753e-01,1.031285442567242416e-02
3.462401623398870254e-01,1.983809999999999718e+01,5.974647821966195815e-01,6.077773079207514639e-01,1.031252572413188240e-02
3.462453983276430058e-01,1.983839999999999648e+01,5.974633361502232898e-01,6.077755331432560526e-01,1.031219699303276283e-02
3.462506343153989863e-01,1.983869999999999578e+01,5.974618901333850207e-01,6.077737583657606413e-01,1.031186823237562056e-02
3.462558703031549667e-01,1.983899999999999508e+01,5.974604441461039972e-01,6.077719835882652299e-01,1.031153944216123275e-02
3.462611062909109472e-01,1.983929999999999438e+01,5.974589981883791090e-01,6.077702088107698186e-01,1.031121062239070962e-02
3.462663422786669276e-01,1.983959999999999724e+01,5.974575522602101341e-01,6.077684340332744073e-01,1.031088177306427323e-02
3.462715782664229081e-01,1.983989999999999654e+01,5.974561063615961842e-01,6.077666592557789960e-01,1.031055289418281173e-02
3.462768142541788885e-01,1.984019999999999584e+01,5.974546604925360382e-01,6.077648844782835846e-01,1.031022398574754639e-02
3.462820502419348689e-01,1.984049999999999514e+01,5.974532146530294741e-01,6.077631097007881733e-01,1.030989504775869925e-02
3.462872862296909049e-01,1.984079999999999799e+01,5.974517688430752704e-01,6.077613349232927620e-01,1.030956608021749155e-02
3.462925222174468853e-01,1.984109999999999729e+01,5.974503230626734274e-01,6.077595601457973506e-01,1.030923708312392328e-02
3.462977582052028658e-01,1.984139999999999660e+01,5.974488773118222795e-01,6.077577853683019393e-01,1.030890805647965980e-02
3.463029941929588462e-01,1.984169999999999945e+01,5.974474315905216049e-01,6.077560105908065280e-01,1.030857900028492313e-02
3.463082301807148267e-01,1.984199999999999875e+01,5.974459858987706262e-01,6.077542358133111167e-01,1.030824991454049044e-02
3.463134661684708071e-01,1.984229999999999805e+01,5.974445402365684554e-01,6.077524610358157053e-01,1.030792079924724991e-02
3.463187021562267875e-01,1.984259999999999735e+01,5.974430946039144263e-01,6.077506862583202940e-01,1.030759165440586766e-02
3.463239381439827680e-01,1.984289999999999665e+01,5.974416490008077618e-01,6.077489114808248827e-01,1.030726248001712086e-02
3.463291741317387484e-01,1.984319999999999595e+01,5.974402034272475737e-01,6.077471367033294714e-01,1.030693327608189769e-02
3.463344101194947289e-01,1.984349999999999881e+01,5.974387578832333068e-01,6.077453619258340600e-01,1.030660404260075325e-02
3.463396461072507093e-01,1.984379999999999811e+01,5.974373123687640730e-01,6.077435871483386487e-01,1.030627477957457572e-02
3.463448820950066898e-01,1.984409999999999741e+01,5.974358668838390951e-01,6.077418123708432374e-01,1.030594548700414226e-02
3.463501180827626702e-01,1.984439999999999671e+01,5.974344214284580401e-01,6.077400375933478260e-01,1.030561616488978594e-02
3.463553540705186506e-01,1.984469999999999601e+01,5.974329760026194647e-01,6.077382628158524147e-01,1.030528681323295004e-02
3.463605900582746311e-01,1.984499999999999531e+01,5.974315306063231468e-01,6.077364880383570034e-01,1.030495743203385661e-02
3.463658260460306115e-01,1.984529999999999461e+01,5.974300852395678652e-01,6.077347132608615921e-01,1.030462802129372690e-02
3.463710620337865920e-01,1.984559999999999746e+01,5.974286399023532868e-01,6.077329384833661807e-01,1.030429858101289398e-02
3.463762980215425724e-01,1.984589999999999677e+01,5.974271945946785234e-01,6.077311637058707694e-01,1.030396911119224601e-02
3.463815340092985529e-01,1.984619999999999607e+01,5.974257493165429089e-01,6.077293889283753581e-01,1.030363961183244914e-02
3.463867699970545333e-01,1.984649999999999537e+01,5.974243040679453332e-01,6.077276141508799467e-01,1.030331008293461359e-02
3.463920059848105137e-01,1.984679999999999467e+01,5.974228588488853520e-01,6.077258393733845354e-01,1.030298052449918345e-02
3.463972419725664942e-01,1.984709999999999397e+01,5.974214136593621882e-01,6.077240645958891241e-01,1.030265093652693587e-02
3.464024779603225301e-01,1.984739999999999682e+01,5.974199684993751758e-01,6.077222898183936017e-01,1.030232131901842596e-02
3.464077139480785106e-01,1.984769999999999968e+01,5.974185233689233154e-01,6.077205150408981904e-01,1.030199167197487498e-02
3.464129499358344910e-01,1.984799999999999898e+01,5.974170782680059411e-01,6.077187402634027791e-01,1.030166199539683802e-02
3.464181859235904715e-01,1.984829999999999828e+01,5.974156331966223865e-01,6.077169654859073677e-01,1.030133228928498124e-02
3.464234219113464519e-01,1.984859999999999758e+01,5.974141881547718747e-01,6.077151907084119564e-01,1.030100255364008177e-02
3.464286578991024323e-01,1.984889999999999688e+01,5.974127431424536283e-01,6.077134159309165451e-01,1.030067278846291678e-02
3.464338938868584128e-01,1.984919999999999618e+01,5.974112981596667593e-01,6.077116411534211338e-01,1.030034299375437445e-02
3.464391298746143932e-01,1.984949999999999903e+01,5.974098532064106015e-01,6.077098663759257224e-01,1.030001316951512091e-02
3.464443658623703737e-01,1.984979999999999833e+01,5.974084082826845998e-01,6.077080915984303111e-01,1.029968331574571128e-02
3.464496018501263541e-01,1.985009999999999764e+01,5.974069633884877550e-01,6.077063168209348998e-01,1.029935343244714474e-02
3.464548378378823346e-01,1.985039999999999694e+01,5.974055185238194010e-01,6.077045420434394885e-01,1.029902351962008744e-02
3.464600738256383150e-01,1.985069999999999624e+01,5.974040736886786496e-01,6.077027672659440771e-01,1.029869357726542756e-02
3.464653098133942954e-01,1.985099999999999554e+01,5.974026288830650566e-01,6.077009924884486658e-01,1.029836360538360918e-02
3.464705458011502759e-01,1.985129999999999484e+01,5.974011841069775119e-01,6.076992177109532545e-01,1.029803360397574252e-02
3.464757817889062563e-01,1.985159999999999769e+01,5.973997393604155715e-01,6.076974429334578431e-01,1.029770357304227169e-02
3.464810177766622368e-01,1.985189999999999699e+01,5.973982946433782359e-01,6.076956681559624318e-01,1.029737351258419586e-02
3.464862537644182172e-01,1.985219999999999629e+01,5.973968499558649503e-01,6.076938933784670205e-01,1.029704342260207017e-02
3.464914897521741977e-01,1.985249999999999559e+01,5.973954052978748264e-01,6.076921186009716092e-01,1.029671330309678279e-02
3.464967257399301781e-01,1.985279999999999490e+01,5.973939606694070870e-01,6.076903438234761978e-01,1.029638315406911087e-02
3.465019617276861585e-01,1.985309999999999420e+01,5.973925160704611770e-01,6.076885690459807865e-01,1.029605297551960952e-02
3.465071977154421390e-01,1.985339999999999705e+01,5.973910715010359862e-01,6.076867942684853752e-01,1.029572276744938897e-02
3.465124337031981194e-01,1.985369999999999635e+01,5.973896269611309595e-01,6.076850194909899638e-01,1.029539252985900433e-02
3.465176696909541554e-01,1.985399999999999920e+01,5.973881824507454308e-01,6.076832447134945525e-01,1.029506226274912173e-02
3.465229056787101358e-01,1.985429999999999851e+01,5.973867379698786229e-01,6.076814699359991412e-01,1.029473196612051833e-02
3.465281416664661163e-01,1.985459999999999781e+01,5.973852935185297586e-01,6.076796951585037299e-01,1.029440163997397129e-02
3.465333776542220967e-01,1.985489999999999711e+01,5.973838490966981718e-01,6.076779203810083185e-01,1.029407128431014673e-02
3.465386136419780772e-01,1.985519999999999641e+01,5.973824047043827523e-01,6.076761456035129072e-01,1.029374089913015489e-02
3.465438496297340576e-01,1.985549999999999926e+01,5.973809603415829450e-01,6.076743708260174959e-01,1.029341048443455087e-02
3.465490856174900380e-01,1.985579999999999856e+01,5.973795160082981948e-01,6.076725960485220845e-01,1.029308004022388978e-02
3.465543216052460185e-01,1.985609999999999786e+01,5.973780717045275024e-01,6.076708212710266732e-01,1.029274956649917083e-02
3.465595575930019989e-01,1.985639999999999716e+01,5.973766274302703128e-01,6.076690464935312619e-01,1.029241906326094913e-02
3.465647935807579794e-01,1.985669999999999646e+01,5.973751831855257377e-01,6.076672717160358506e-01,1.029208853051011285e-02
3.465700295685139598e-01,1.985699999999999577e+01,5.973737389702928891e-01,6.076654969385404392e-01,1.029175796824755018e-02
3.465752655562699402e-01,1.985729999999999862e+01,5.973722947845714337e-01,6.076637221610450279e-01,1.029142737647359418e-02
3.465805015440259207e-01,1.985759999999999792e+01,5.973708506283600395e-01,6.076619473835496166e-01,1.029109675518957712e-02
3.465857375317819011e-01,1.985789999999999722e+01,5.973694065016585952e-01,6.076601726060542052e-01,1.029076610439561001e-02
3.465909735195378816e-01,1.985819999999999652e+01,5.973679624044657688e-01,6.076583978285587939e-01,1.029043542409302514e-02
3.465962095072938620e-01,1.985849999999999582e+01,5.973665183367811160e-01,6.076566230510633826e-01,1.029010471428226658e-02
3.466014454950498425e-01,1.985879999999999512e+01,5.973650742986037487e-01,6.076548482735679713e-01,1.028977397496422252e-02
3.466066814828058229e-01,1.985909999999999442e+01,5.973636302899331119e-01,6.076530734960725599e-01,1.028944320613944807e-02
3.466119174705618033e-01,1.985939999999999728e+01,5.973621863107683172e-01,6.076512987185771486e-01,1.028911240780883141e-02
3.466171534583177838e-01,1.985969999999999658e+01,5.973607423611084766e-01,6.076495239410817373e-01,1.028878157997326070e-02
3.466223894460737642e-01,1.985999999999999588e+01,5.973592984409530349e-01,6.076477491635863259e-01,1.028845072263329108e-02
3.466276254338297447e-01,1.986029999999999518e+01,5.973578545503012149e-01,6.076459743860909146e-01,1.028811983578969969e-02
3.466328614215857806e-01,1.986059999999999803e+01,5.973564106891523506e-01,6.076441996085953923e-01,1.028778891944304164e-02
3.466380974093417611e-01,1.986089999999999733e+01,5.973549668575052207e-01,6.076424248310999809e-01,1.028745797359476022e-02
3.466433333970977415e-01,1.986119999999999663e+01,5.973535230553597142e-01,6.076406500536045696e-01,1.028712699824485544e-02
3.466485693848537220e-01,1.986149999999999949e+01,5.973520792827147208e-01,6.076388752761091583e-01,1.028679599339443751e-02
3.466538053726097024e-01,1.986179999999999879e+01,5.973506355395696854e-01,6.076371004986137470e-01,1.028646495904406155e-02
3.466590413603656828e-01,1.986209999999999809e+01,5.973491918259232758e-01,6.076353257211183356e-01,1.028613389519505983e-02
3.466642773481216633e-01,1.986239999999999739e+01,5.973477481417756030e-01,6.076335509436229243e-01,1.028580280184732132e-02
3.466695133358776437e-01,1.986269999999999669e+01,5.973463044871252237e-01,6.076317761661275130e-01,1.028547167900228931e-02
3.466747493236336242e-01,1.986299999999999599e+01,5.973448608619716937e-01,6.076300013886321016e-01,1.028514052666040790e-02
3.466799853113896046e-01,1.986329999999999885e+01,5.973434172663143471e-01,6.076282266111366903e-01,1.028480934482234321e-02
3.466852212991455850e-01,1.986359999999999815e+01,5.973419737001521845e-01,6.076264518336412790e-01,1.028447813348909445e-02
3.466904572869015655e-01,1.986389999999999745e+01,5.973405301634845399e-01,6.076246770561458677e-01,1.028414689266132775e-02
3.466956932746575459e-01,1.986419999999999675e+01,5.973390866563106361e-01,6.076229022786504563e-01,1.028381562233982027e-02
3.467009292624135264e-01,1.986449999999999605e+01,5.973376431786299179e-01,6.076211275011550450e-01,1.028348432252512712e-02
3.467061652501695068e-01,1.986479999999999535e+01,5.973361997304412752e-01,6.076193527236596337e-01,1.028315299321835852e-02
3.467114012379254873e-01,1.986509999999999465e+01,5.973347563117442638e-01,6.076175779461642223e-01,1.028282163441995856e-02
3.467166372256814677e-01,1.986539999999999750e+01,5.973333129225381066e-01,6.076158031686688110e-01,1.028249024613070439e-02
3.467218732134374481e-01,1.986569999999999681e+01,5.973318695628218045e-01,6.076140283911733997e-01,1.028215882835159523e-02
3.467271092011934286e-01,1.986599999999999611e+01,5.973304262325949132e-01,6.076122536136779884e-01,1.028182738108307515e-02
3.467323451889494090e-01,1.986629999999999541e+01,5.973289829318563227e-01,6.076104788361825770e-01,1.028149590432625438e-02
3.467375811767053895e-01,1.986659999999999471e+01,5.973275396606058107e-01,6.076087040586871657e-01,1.028116439808135496e-02
