slip_angle_deg,slip_angle_rad,normalized_fy
-8.100000000000001421e+00,-1.413716694115407235e-01,1.004067915131729549e+00
-8.039999999999999147e+00,-1.403244718603440799e-01,1.002070876972691371e+00
-7.980000000000000426e+00,-1.392772743091474918e-01,1.000013788765497402e+00
-7.920000000000001705e+00,-1.382300767579509315e-01,9.978955122617144680e-01
-7.859999999999999432e+00,-1.371828792067542879e-01,9.957149017364261834e-01
-7.800000000000000711e+00,-1.361356816555577276e-01,9.934708046661274716e-01
-7.740000000000001990e+00,-1.350884841043611395e-01,9.911620624468578944e-01
-7.679999999999999716e+00,-1.340412865531644959e-01,9.887875111533261929e-01
-7.620000000000000995e+00,-1.329940890019679356e-01,9.863459823396970583e-01
-7.560000000000002274e+00,-1.319468914507713475e-01,9.838363038826377638e-01
-7.500000000000000000e+00,-1.308996938995747039e-01,9.812573008671507946e-01
-7.440000000000001279e+00,-1.298524963483781436e-01,9.786077965156096958e-01
-7.380000000000002558e+00,-1.288052987971815555e-01,9.758866131603348704e-01
-7.320000000000000284e+00,-1.277581012459849397e-01,9.730925732599265965e-01
-7.260000000000001563e+00,-1.267109036947883516e-01,9.702245004594647337e-01
-7.199999999999999289e+00,-1.256637061435917080e-01,9.672812206945541336e-01
-7.140000000000000568e+00,-1.246165085923951338e-01,9.642615633390705376e-01
-7.080000000000001847e+00,-1.235693110411985596e-01,9.611643623963099792e-01
-7.019999999999999574e+00,-1.225221134900019299e-01,9.579884577331049256e-01
-6.960000000000000853e+00,-1.214749159388053557e-01,9.547326963563066426e-01
-6.900000000000002132e+00,-1.204277183876087814e-01,9.513959337308643960e-01
-6.839999999999999858e+00,-1.193805208364121379e-01,9.479770351385624627e-01
-6.780000000000001137e+00,-1.183333232852155636e-01,9.444748770762894097e-01
-6.720000000000002416e+00,-1.172861257340189894e-01,9.408883486925223583e-01
-6.660000000000000142e+00,-1.162389281828223458e-01,9.372163532605145564e-01
-6.600000000000001421e+00,-1.151917306316257716e-01,9.334578096864661889e-01
-6.539999999999999147e+00,-1.141445330804291419e-01,9.296116540507495252e-01
-6.480000000000000426e+00,-1.130973355292325677e-01,9.256768411800441188e-01
-6.420000000000001705e+00,-1.120501379780359935e-01,9.216523462480131768e-01
-6.359999999999999432e+00,-1.110029404268393499e-01,9.175371664019323914e-01
-6.300000000000000711e+00,-1.099557428756427757e-01,9.133303224124523778e-01
-6.240000000000001990e+00,-1.089085453244462015e-01,9.090308603434429369e-01
-6.179999999999999716e+00,-1.078613477732495579e-01,9.046378532386457616e-01
-6.120000000000000995e+00,-1.068141502220529837e-01,9.001504028216246178e-01
-6.060000000000002274e+00,-1.057669526708564095e-01,8.955676412052768764e-01
-6.000000000000000000e+00,-1.047197551196597798e-01,8.908887326069488966e-01
-5.940000000000001279e+00,-1.036725575684631917e-01,8.861128750649719388e-01
-5.880000000000002558e+00,-1.026253600172666175e-01,8.812393021522260117e-01
-5.820000000000000284e+00,-1.015781624660699878e-01,8.762672846821336625e-01
-5.760000000000001563e+00,-1.005309649148734136e-01,8.711961324022884368e-01
-5.699999999999999289e+00,-9.948376736367676998e-02,8.660251956707347709e-01
-5.640000000000000568e+00,-9.843656981248019577e-02,8.607538671097541005e-01
-5.580000000000001847e+00,-9.738937226128362157e-02,8.553815832318426571e-01
-5.519999999999999574e+00,-9.634217471008697797e-02,8.499078260324383072e-01
-5.460000000000000853e+00,-9.529497715889040377e-02,8.443321245438275557e-01
-5.400000000000002132e+00,-9.424777960769382956e-02,8.386540563445574747e-01
-5.339999999999999858e+00,-9.320058205649719985e-02,8.328732490186114834e-01
-5.280000000000001137e+00,-9.215338450530062564e-02,8.269893815585434016e-01
-5.220000000000002416e+00,-9.110618695410405143e-02,8.210021857067348883e-01
-5.160000000000000142e+00,-9.005898940290740784e-02,8.149114472289478162e-01
-5.100000000000001421e+00,-8.901179185171083363e-02,8.087170071143611194e-01
-5.039999999999999147e+00,-8.796459430051419004e-02,8.024187626963399378e-01
-4.980000000000000426e+00,-8.691739674931761583e-02,7.960166686882813591e-01
-4.920000000000001705e+00,-8.587019919812104163e-02,7.895107381289822035e-01
-4.859999999999999432e+00,-8.482300164692441191e-02,7.829010432321547031e-01
-4.800000000000000711e+00,-8.377580409572782383e-02,7.761877161348732512e-01
-4.740000000000001990e+00,-8.272860654453124962e-02,7.693709495399778664e-01
-4.679999999999999716e+00,-8.168140899333461991e-02,7.624509972477063746e-01
-4.620000000000000995e+00,-8.063421144213804570e-02,7.554281745721194152e-01
-4.560000000000002274e+00,-7.958701389094147149e-02,7.483028586381991198e-01
-4.500000000000000000e+00,-7.853981633974482790e-02,7.410754885558744620e-01
-4.440000000000001279e+00,-7.749261878854825369e-02,7.337465654675972004e-01
-4.380000000000002558e+00,-7.644542123735167949e-02,7.263166524665255475e-01
-4.320000000000000284e+00,-7.539822368615503589e-02,7.187863743828200036e-01
-4.260000000000001563e+00,-7.435102613495846169e-02,7.111564174360360813e-01
-4.199999999999999289e+00,-7.330382858376183197e-02,7.034275287520945774e-01
-4.140000000000000568e+00,-7.225663103256525777e-02,6.956005157438579500e-01
-4.080000000000001847e+00,-7.120943348136868356e-02,6.876762453548675991e-01
-4.019999999999999574e+00,-7.016223593017203997e-02,6.796556431663898223e-01
-3.960000000000000853e+00,-6.911503837897546576e-02,6.715396923684839869e-01
-3.900000000000002132e+00,-6.806784082777889155e-02,6.633294325964094185e-01
-3.839999999999999858e+00,-6.702064327658224796e-02,6.550259586342999096e-01
-3.780000000000001137e+00,-6.597344572538567375e-02,6.466304189886349363e-01
-3.720000000000002416e+00,-6.492624817418909955e-02,6.381440143346507332e-01
-3.660000000000000142e+00,-6.387905062299246983e-02,6.295679958394506670e-01
-3.600000000000001421e+00,-6.283185307179588175e-02,6.209036633661750848e-01
-3.540000000000002700e+00,-6.178465552059931448e-02,6.121523635641706873e-01
-3.480000000000000426e+00,-6.073745796940267783e-02,6.033154878507037688e-01
-3.420000000000001705e+00,-5.969026041820610362e-02,5.943944702902986821e-01
-3.359999999999999432e+00,-5.864306286700946003e-02,5.853907853783275606e-01
-3.300000000000000711e+00,-5.759586531581288582e-02,5.763059457360042437e-01
-3.240000000000001990e+00,-5.654866776461631162e-02,5.671414997243865441e-01
-3.179999999999999716e+00,-5.550147021341967496e-02,5.578990289854773854e-01
-3.120000000000000995e+00,-5.445427266222310075e-02,5.485801459188995866e-01
-3.060000000000002274e+00,-5.340707511102652655e-02,5.391864911030047613e-01
-3.000000000000000000e+00,-5.235987755982988989e-02,5.297197306696087571e-01
-2.940000000000001279e+00,-5.131268000863330875e-02,5.201815536418340491e-01
-2.880000000000002558e+00,-5.026548245743673454e-02,5.105736692447672143e-01
-2.820000000000000284e+00,-4.921828490624009789e-02,5.008978041988519925e-01
-2.760000000000001563e+00,-4.817108735504352368e-02,4.911557000060627343e-01
-2.699999999999999289e+00,-4.712388980384688703e-02,4.813491102389971799e-01
-2.640000000000000568e+00,-4.607669225265031282e-02,4.714797978430768643e-01
-2.580000000000001847e+00,-4.502949470145373168e-02,4.615495324620095263e-01
-2.519999999999999574e+00,-4.398229715025709502e-02,4.515600877966231552e-01
-2.460000000000000853e+00,-4.293509959906052081e-02,4.415132390070510282e-01
-2.400000000000002132e+00,-4.188790204786394661e-02,4.314107601680741144e-01
-2.339999999999999858e+00,-4.084070449666730995e-02,4.212544217872264407e-01
-2.280000000000001137e+00,-3.979350694547073575e-02,4.110459883949848514e-01
-2.220000000000002416e+00,-3.874630939427416154e-02,4.007872162160494578e-01
-2.160000000000000142e+00,-3.769911184307751795e-02,3.904798509303806786e-01
-2.100000000000001421e+00,-3.665191429188094374e-02,3.801256255322399413e-01
-2.040000000000002700e+00,-3.560471674068436954e-02,3.697262582950372467e-01
-1.980000000000000426e+00,-3.455751918948773288e-02,3.592834508493332746e-01
-1.920000000000001705e+00,-3.351032163829115867e-02,3.487988863808070272e-01
-1.859999999999999432e+00,-3.246312408709452202e-02,3.382742279544641018e-01
-1.800000000000000711e+00,-3.141592653589794087e-02,3.277111169708035177e-01
-1.740000000000001990e+00,-3.036872898470137014e-02,3.171111717590378021e-01
-1.679999999999999716e+00,-2.932153143350473001e-02,3.064759863118756700e-01
-1.620000000000000995e+00,-2.827433388230815581e-02,2.958071291657221602e-01
-1.560000000000002274e+00,-2.722713633111158160e-02,2.851061424295032731e-01
-1.500000000000000000e+00,-2.617993877991494495e-02,2.743745409646830002e-01
-1.440000000000001279e+00,-2.513274122871836727e-02,2.636138117183551288e-01
-1.380000000000002558e+00,-2.408554367752179307e-02,2.528254132106261265e-01
-1.320000000000000284e+00,-2.303834612632515641e-02,2.420107751768527937e-01
-1.260000000000001563e+00,-2.199114857512857873e-02,2.311712983646110331e-01
-1.200000000000002842e+00,-2.094395102393200453e-02,2.203083544846173858e-01
-1.140000000000000568e+00,-1.989675347273536787e-02,2.094232863141825829e-01
-1.080000000000001847e+00,-1.884955592153879020e-02,1.985174079511249079e-01
-1.019999999999999574e+00,-1.780235837034215354e-02,1.875920052154384232e-01
-9.600000000000008527e-01,-1.675516081914557934e-02,1.766483361954261921e-01
-9.000000000000021316e-01,-1.570796326794900166e-02,1.656876319343798531e-01
-8.399999999999998579e-01,-1.466076571675236501e-02,1.547110972533529138e-01
-7.800000000000011369e-01,-1.361356816555579080e-02,1.437199117050025898e-01
-7.200000000000024158e-01,-1.256637061435921486e-02,1.327152306529534587e-01
-6.600000000000001421e-01,-1.151917306316257820e-02,1.216981864706563471e-01
-6.000000000000014211e-01,-1.047197551196600226e-02,1.106698898532270936e-01
-5.400000000000027001e-01,-9.424777960769426324e-03,9.963143123531059686e-02
-4.800000000000004263e-01,-8.377580409572789669e-03,8.858388230762169469e-02
-4.200000000000017053e-01,-7.330382858376213728e-03,7.752829762441658390e-02
-3.599999999999994316e-01,-6.283185307179576205e-03,6.646571629380147728e-02
-3.000000000000007105e-01,-5.235987755983001132e-03,5.539716374249180342e-02
-2.400000000000019895e-01,-4.188790204786426059e-03,4.432365354631871701e-02
-1.799999999999997158e-01,-3.141592653589788103e-03,3.324618931756823104e-02
-1.200000000000009948e-01,-2.094395102393213030e-03,2.216576664000217967e-02
-6.000000000000227374e-02,-1.047197551196637306e-03,1.108337504223306895e-02
0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
5.999999999999872102e-02,1.047197551196575507e-03,-1.108337504223241496e-02
1.199999999999974420e-01,2.094395102393151013e-03,-2.216576664000152394e-02
1.799999999999997158e-01,3.141592653589788103e-03,-3.324618931756823104e-02
2.399999999999984368e-01,4.188790204786363609e-03,-4.432365354631805782e-02
2.999999999999971578e-01,5.235987755982938682e-03,-5.539716374249115810e-02
3.599999999999994316e-01,6.283185307179576205e-03,-6.646571629380147728e-02
4.199999999999981526e-01,7.330382858376152146e-03,-7.752829762441594552e-02
4.800000000000004263e-01,8.377580409572789669e-03,-8.858388230762169469e-02
5.399999999999991473e-01,9.424777960769363874e-03,-9.963143123530994461e-02
5.999999999999978684e-01,1.047197551196593981e-02,-1.106698898532264413e-01
6.600000000000001421e-01,1.151917306316257820e-02,-1.216981864706563471e-01
7.199999999999988631e-01,1.256637061435915241e-02,-1.327152306529528203e-01
7.799999999999975842e-01,1.361356816555572835e-02,-1.437199117050019237e-01
8.399999999999998579e-01,1.466076571675236501e-02,-1.547110972533529138e-01
8.999999999999985789e-01,1.570796326794894268e-02,-1.656876319343792148e-01
9.599999999999972999e-01,1.675516081914551689e-02,-1.766483361954255260e-01
1.019999999999999574e+00,1.780235837034215354e-02,-1.875920052154384232e-01
1.079999999999998295e+00,1.884955592153872775e-02,-1.985174079511242695e-01
1.140000000000000568e+00,1.989675347273536787e-02,-2.094232863141825829e-01
1.199999999999999289e+00,2.094395102393194208e-02,-2.203083544846167197e-01
1.259999999999998010e+00,2.199114857512851628e-02,-2.311712983646104502e-01
1.320000000000000284e+00,2.303834612632515641e-02,-2.420107751768527937e-01
1.379999999999999005e+00,2.408554367752173062e-02,-2.528254132106255159e-01
1.439999999999997726e+00,2.513274122871830482e-02,-2.636138117183544072e-01
1.500000000000000000e+00,2.617993877991494495e-02,-2.743745409646830002e-01
1.559999999999998721e+00,2.722713633111151915e-02,-2.851061424295027180e-01
1.619999999999997442e+00,2.827433388230809336e-02,-2.958071291657214941e-01
1.679999999999999716e+00,2.932153143350473001e-02,-3.064759863118756700e-01
1.739999999999998437e+00,3.036872898470130769e-02,-3.171111717590371915e-01
1.799999999999997158e+00,3.141592653589788536e-02,-3.277111169708029625e-01
1.859999999999999432e+00,3.246312408709452202e-02,-3.382742279544641018e-01
1.919999999999998153e+00,3.351032163829109622e-02,-3.487988863808063611e-01
1.980000000000000426e+00,3.455751918948773288e-02,-3.592834508493332746e-01
2.039999999999999147e+00,3.560471674068430709e-02,-3.697262582950366916e-01
2.100000000000001421e+00,3.665191429188094374e-02,-3.801256255322399413e-01
2.159999999999996589e+00,3.769911184307745550e-02,-3.904798509303800125e-01
2.219999999999998863e+00,3.874630939427409909e-02,-4.007872162160488472e-01
2.280000000000001137e+00,3.979350694547073575e-02,-4.110459883949848514e-01
2.339999999999996305e+00,4.084070449666724750e-02,-4.212544217872258301e-01
2.399999999999998579e+00,4.188790204786388416e-02,-4.314107601680734483e-01
2.460000000000000853e+00,4.293509959906052081e-02,-4.415132390070510282e-01
2.519999999999996021e+00,4.398229715025703257e-02,-4.515600877966225446e-01
2.579999999999998295e+00,4.502949470145366923e-02,-4.615495324620089157e-01
2.640000000000000568e+00,4.607669225265031282e-02,-4.714797978430768643e-01
2.699999999999995737e+00,4.712388980384682458e-02,-4.813491102389965137e-01
2.759999999999998010e+00,4.817108735504346123e-02,-4.911557000060621792e-01
2.820000000000000284e+00,4.921828490624009789e-02,-5.008978041988519925e-01
2.879999999999995453e+00,5.026548245743660964e-02,-5.105736692447662151e-01
2.939999999999997726e+00,5.131268000863324630e-02,-5.201815536418334940e-01
3.000000000000000000e+00,5.235987755982988989e-02,-5.297197306696087571e-01
3.060000000000002274e+00,5.340707511102652655e-02,-5.391864911030047613e-01
3.119999999999997442e+00,5.445427266222303830e-02,-5.485801459188991425e-01
3.179999999999999716e+00,5.550147021341967496e-02,-5.578990289854773854e-01
3.240000000000001990e+00,5.654866776461631162e-02,-5.671414997243865441e-01
3.299999999999997158e+00,5.759586531581282337e-02,-5.763059457360036886e-01
3.359999999999999432e+00,5.864306286700946003e-02,-5.853907853783275606e-01
3.420000000000001705e+00,5.969026041820610362e-02,-5.943944702902986821e-01
3.479999999999996874e+00,6.073745796940261538e-02,-6.033154878507032137e-01
3.539999999999999147e+00,6.178465552059925203e-02,-6.121523635641702432e-01
3.600000000000001421e+00,6.283185307179588175e-02,-6.209036633661750848e-01
3.659999999999996589e+00,6.387905062299240044e-02,-6.295679958394501119e-01
3.719999999999998863e+00,6.492624817418904404e-02,-6.381440143346501781e-01
3.780000000000001137e+00,6.597344572538567375e-02,-6.466304189886349363e-01
3.839999999999996305e+00,6.702064327658219245e-02,-6.550259586342993545e-01
3.899999999999998579e+00,6.806784082777882217e-02,-6.633294325964089744e-01
3.960000000000000853e+00,6.911503837897546576e-02,-6.715396923684839869e-01
4.019999999999996021e+00,7.016223593017198445e-02,-6.796556431663894893e-01
4.079999999999998295e+00,7.120943348136861417e-02,-6.876762453548672660e-01
4.140000000000000568e+00,7.225663103256525777e-02,-6.956005157438579500e-01
4.199999999999995737e+00,7.330382858376176258e-02,-7.034275287520942443e-01
4.259999999999998010e+00,7.435102613495840618e-02,-7.111564174360358592e-01
4.320000000000000284e+00,7.539822368615503589e-02,-7.187863743828200036e-01
4.379999999999995453e+00,7.644542123735155459e-02,-7.263166524665246593e-01
4.439999999999997726e+00,7.749261878854819818e-02,-7.337465654675968674e-01
4.500000000000000000e+00,7.853981633974482790e-02,-7.410754885558744620e-01
4.560000000000002274e+00,7.958701389094147149e-02,-7.483028586381991198e-01
4.619999999999997442e+00,8.063421144213797631e-02,-7.554281745721188601e-01
4.679999999999999716e+00,8.168140899333461991e-02,-7.624509972477063746e-01
4.740000000000001990e+00,8.272860654453124962e-02,-7.693709495399778664e-01
4.799999999999997158e+00,8.377580409572776832e-02,-7.761877161348726961e-01
4.859999999999999432e+00,8.482300164692441191e-02,-7.829010432321547031e-01
4.920000000000001705e+00,8.587019919812104163e-02,-7.895107381289822035e-01
4.979999999999996874e+00,8.691739674931756032e-02,-7.960166686882809151e-01
5.039999999999999147e+00,8.796459430051419004e-02,-8.024187626963399378e-01
5.100000000000001421e+00,8.901179185171083363e-02,-8.087170071143611194e-01
5.159999999999996589e+00,9.005898940290733845e-02,-8.149114472289474831e-01
5.219999999999998863e+00,9.110618695410398205e-02,-8.210021857067345552e-01
5.280000000000001137e+00,9.215338450530062564e-02,-8.269893815585434016e-01
5.339999999999996305e+00,9.320058205649713046e-02,-8.328732490186111503e-01
5.399999999999998579e+00,9.424777960769377405e-02,-8.386540563445572527e-01
5.460000000000000853e+00,9.529497715889040377e-02,-8.443321245438275557e-01
5.519999999999996021e+00,9.634217471008692246e-02,-8.499078260324379741e-01
5.579999999999998295e+00,9.738937226128355218e-02,-8.553815832318422130e-01
5.640000000000000568e+00,9.843656981248019577e-02,-8.607538671097541005e-01
5.699999999999995737e+00,9.948376736367671447e-02,-8.660251956707344378e-01
5.759999999999998010e+00,1.005309649148733442e-01,-8.711961324022881037e-01
5.820000000000000284e+00,1.015781624660699878e-01,-8.762672846821336625e-01
5.879999999999995453e+00,1.026253600172664926e-01,-8.812393021522253456e-01
5.939999999999997726e+00,1.036725575684631362e-01,-8.861128750649717167e-01
6.000000000000000000e+00,1.047197551196597798e-01,-8.908887326069488966e-01
6.059999999999995168e+00,1.057669526708562846e-01,-8.955676412052763213e-01
6.119999999999997442e+00,1.068141502220529282e-01,-9.001504028216241737e-01
6.179999999999999716e+00,1.078613477732495579e-01,-9.046378532386457616e-01
6.240000000000001990e+00,1.089085453244462015e-01,-9.090308603434429369e-01
6.299999999999997158e+00,1.099557428756427063e-01,-9.133303224124521558e-01
6.359999999999999432e+00,1.110029404268393499e-01,-9.175371664019323914e-01
6.420000000000001705e+00,1.120501379780359935e-01,-9.216523462480131768e-01
6.479999999999996874e+00,1.130973355292324983e-01,-9.256768411800436747e-01
6.539999999999999147e+00,1.141445330804291419e-01,-9.296116540507495252e-01
6.600000000000001421e+00,1.151917306316257716e-01,-9.334578096864661889e-01
6.659999999999996589e+00,1.162389281828222903e-01,-9.372163532605142233e-01
6.719999999999998863e+00,1.172861257340189201e-01,-9.408883486925221362e-01
6.780000000000001137e+00,1.183333232852155636e-01,-9.444748770762894097e-01
6.839999999999996305e+00,1.193805208364120823e-01,-9.479770351385622407e-01
6.899999999999998579e+00,1.204277183876087121e-01,-9.513959337308642850e-01
6.960000000000000853e+00,1.214749159388053557e-01,-9.547326963563066426e-01
7.019999999999996021e+00,1.225221134900018605e-01,-9.579884577331047035e-01
7.079999999999998295e+00,1.235693110411985041e-01,-9.611643623963098682e-01
7.140000000000000568e+00,1.246165085923951338e-01,-9.642615633390705376e-01
7.199999999999995737e+00,1.256637061435916525e-01,-9.672812206945540225e-01
7.259999999999998010e+00,1.267109036947882961e-01,-9.702245004594645117e-01
7.320000000000000284e+00,1.277581012459849397e-01,-9.730925732599265965e-01
7.379999999999995453e+00,1.288052987971814445e-01,-9.758866131603345373e-01
7.439999999999997726e+00,1.298524963483780881e-01,-9.786077965156095848e-01
7.500000000000000000e+00,1.308996938995747039e-01,-9.812573008671507946e-01
7.559999999999995168e+00,1.319468914507712365e-01,-9.838363038826375417e-01
7.619999999999997442e+00,1.329940890019678801e-01,-9.863459823396968362e-01
7.679999999999999716e+00,1.340412865531644959e-01,-9.887875111533261929e-01
7.740000000000001990e+00,1.350884841043611395e-01,-9.911620624468578944e-01
7.799999999999997158e+00,1.361356816555576443e-01,-9.934708046661272496e-01
7.859999999999999432e+00,1.371828792067542879e-01,-9.957149017364261834e-01
7.920000000000001705e+00,1.382300767579509315e-01,-9.978955122617144680e-01
7.979999999999996874e+00,1.392772743091474363e-01,-1.000013788765497402e+00
8.039999999999999147e+00,1.403244718603440799e-01,-1.002070876972691371e+00
8.100000000000001421e+00,1.413716694115407235e-01,-1.004067915131729549e+00
8.159999999999996589e+00,1.424188669627372283e-01,-1.006006033376114495e+00
8.219999999999998863e+00,1.434660645139338719e-01,-1.007886353124552326e+00
8.280000000000001137e+00,1.445132620651305155e-01,-1.009709986518769531e+00
8.339999999999996305e+00,1.455604596163270203e-01,-1.011478035898067285e+00
8.399999999999998579e+00,1.466076571675236639e-01,-1.013191593309635818e+00
8.460000000000000853e+00,1.476548547187203075e-01,-1.014851740053615670e+00
8.519999999999996021e+00,1.487020522699168124e-01,-1.016459546261881508e+00
8.579999999999998295e+00,1.497492498211134559e-01,-1.018016070509492499e+00
8.640000000000000568e+00,1.507964473723100718e-01,-1.019522359457744498e+00
8.699999999999995737e+00,1.518436449235066044e-01,-1.020979447527752715e+00
8.759999999999998010e+00,1.528908424747032202e-01,-1.022388356603480819e+00
8.820000000000000284e+00,1.539380400258998638e-01,-1.023750095763134027e+00
8.879999999999995453e+00,1.549852375770963964e-01,-1.025065661037837028e+00
8.939999999999997726e+00,1.560324351282930122e-01,-1.026336035196519836e+00
9.000000000000000000e+00,1.570796326794896558e-01,-1.027562187555938200e+00
9.059999999999995168e+00,1.581268302306861606e-01,-1.028745073814775868e+00
9.119999999999997442e+00,1.591740277818828042e-01,-1.029885635910777530e+00
9.179999999999999716e+00,1.602212253330794478e-01,-1.030984801899881287e+00
9.240000000000001990e+00,1.612684228842760914e-01,-1.032043485856338982e+00
9.299999999999997158e+00,1.623156204354725962e-01,-1.033062587792821674e+00
9.359999999999999432e+00,1.633628179866692398e-01,-1.034042993599540772e+00
9.420000000000001705e+00,1.644100155378658834e-01,-1.034985575001420077e+00
9.479999999999996874e+00,1.654572130890623882e-01,-1.035891189532395451e+00
9.539999999999999147e+00,1.665044106402590318e-01,-1.036760680525923961e+00
9.600000000000001421e+00,1.675516081914556477e-01,-1.037594877120821657e+00
9.659999999999996589e+00,1.685988057426521802e-01,-1.038394594281565775e+00
9.719999999999998863e+00,1.696460032938488238e-01,-1.039160632832229370e+00
9.780000000000001137e+00,1.706932008450454397e-01,-1.039893779503233917e+00
9.839999999999996305e+00,1.717403983962419722e-01,-1.040594806990140064e+00
9.899999999999998579e+00,1.727875959474385881e-01,-1.041264474023716025e+00
9.960000000000000853e+00,1.738347934986352317e-01,-1.041903525450554424e+00
1.001999999999999602e+01,1.748819910498317642e-01,-1.042512692323529055e+00
1.007999999999999829e+01,1.759291886010283801e-01,-1.043092692001417410e+00
1.014000000000000057e+01,1.769763861522250237e-01,-1.043644228257029738e+00
1.019999999999999574e+01,1.780235837034215285e-01,-1.044167991393223138e+00
1.025999999999999801e+01,1.790707812546181721e-01,-1.044664658366194043e+00
1.032000000000000028e+01,1.801179788058148157e-01,-1.045134892915474678e+00
1.037999999999999545e+01,1.811651763570113205e-01,-1.045579345700079710e+00
1.043999999999999773e+01,1.822123739082079641e-01,-1.045998654440276621e+00
1.050000000000000000e+01,1.832595714594046077e-01,-1.046393444064471989e+00
1.055999999999999517e+01,1.843067690106011125e-01,-1.046764326860736061e+00
1.061999999999999744e+01,1.853539665617977561e-01,-1.047111902632505753e+00
1.067999999999999972e+01,1.864011641129943997e-01,-1.047436758858025119e+00
1.074000000000000199e+01,1.874483616641910155e-01,-1.047739470853115806e+00
1.079999999999999716e+01,1.884955592153875481e-01,-1.048020601936876739e+00
1.085999999999999943e+01,1.895427567665841917e-01,-1.048280703599940633e+00
1.092000000000000171e+01,1.905899543177808075e-01,-1.048520315674933645e+00
1.097999999999999687e+01,1.916371518689773401e-01,-1.048739966508802191e+00
1.103999999999999915e+01,1.926843494201739559e-01,-1.048940173136688969e+00
1.110000000000000142e+01,1.937315469713705995e-01,-1.049121441457058879e+00
1.115999999999999659e+01,1.947787445225671044e-01,-1.049284266407793043e+00
1.121999999999999886e+01,1.958259420737637480e-01,-1.049429132142984278e+00
1.128000000000000114e+01,1.968731396249603915e-01,-1.049556512210185089e+00
1.133999999999999631e+01,1.979203371761568964e-01,-1.049666869727870155e+00
1.139999999999999858e+01,1.989675347273535400e-01,-1.049760657562897714e+00
1.146000000000000085e+01,2.000147322785501836e-01,-1.049838318507759549e+00
1.151999999999999602e+01,2.010619298297466884e-01,-1.049900285457428861e+00
1.157999999999999829e+01,2.021091273809433320e-01,-1.049946981585626160e+00
1.164000000000000057e+01,2.031563249321399756e-01,-1.049978820520335088e+00
1.169999999999999574e+01,2.042035224833364804e-01,-1.049996206518411412e+00
1.175999999999999801e+01,2.052507200345331240e-01,-1.049999534639143084e+00
1.182000000000000028e+01,2.062979175857297676e-01,-1.049989190916626125e+00
1.187999999999999545e+01,2.073451151369262724e-01,-1.049965552530832236e+00
1.193999999999999773e+01,2.083923126881229160e-01,-1.049928987977255535e+00
1.200000000000000000e+01,2.094395102393195596e-01,-1.049879857235032965e+00
1.205999999999999517e+01,2.104867077905160644e-01,-1.049818511933443776e+00
1.211999999999999744e+01,2.115339053417127080e-01,-1.049745295516698373e+00
1.217999999999999972e+01,2.125811028929093238e-01,-1.049660543406940816e+00
1.223999999999999488e+01,2.136283004441058564e-01,-1.049564583165389031e+00
1.229999999999999716e+01,2.146754979953024722e-01,-1.049457734651549456e+00
1.235999999999999943e+01,2.157226955464991158e-01,-1.049340310180452152e+00
1.242000000000000171e+01,2.167698930976957594e-01,-1.049212614677844657e+00
1.247999999999999687e+01,2.178170906488922642e-01,-1.049074945833311290e+00
1.253999999999999915e+01,2.188642882000889078e-01,-1.048927594251267914e+00
1.260000000000000142e+01,2.199114857512855514e-01,-1.048770843599803104e+00
1.265999999999999659e+01,2.209586833024820562e-01,-1.048604970757333499e+00
1.271999999999999886e+01,2.220058808536786998e-01,-1.048430245957050477e+00
1.278000000000000114e+01,2.230530784048753434e-01,-1.048246932929135733e+00
1.283999999999999631e+01,2.241002759560718482e-01,-1.048055289040731086e+00
1.289999999999999858e+01,2.251474735072684918e-01,-1.047855565433648550e+00
1.296000000000000085e+01,2.261946710584651354e-01,-1.047648007159814210e+00
1.301999999999999602e+01,2.272418686096616403e-01,-1.047432853314439249e+00
1.307999999999999829e+01,2.282890661608582838e-01,-1.047210337166914140e+00
1.314000000000000057e+01,2.293362637120548997e-01,-1.046980686289433304e+00
1.319999999999999574e+01,2.303834612632514323e-01,-1.046744122683345601e+00
1.325999999999999801e+01,2.314306588144480759e-01,-1.046500862903242401e+00
1.332000000000000028e+01,2.324778563656446917e-01,-1.046251118178792350e+00
1.337999999999999545e+01,2.335250539168412243e-01,-1.045995094534328596e+00
1.343999999999999773e+01,2.345722514680378401e-01,-1.045732992906207803e+00
1.350000000000000000e+01,2.356194490192344837e-01,-1.045465009257950273e+00
1.355999999999999517e+01,2.366666465704309885e-01,-1.045191334693182705e+00
1.361999999999999744e+01,2.377138441216276321e-01,-1.044912155566395384e+00
1.367999999999999972e+01,2.387610416728242757e-01,-1.044627653591541971e+00
1.373999999999999488e+01,2.398082392240207805e-01,-1.044338005948493908e+00
1.379999999999999716e+01,2.408554367752174241e-01,-1.044043385387377620e+00
1.385999999999999943e+01,2.419026343264140677e-01,-1.043743960330816067e+00
1.392000000000000171e+01,2.429498318776107113e-01,-1.043439894974097504e+00
1.397999999999999687e+01,2.439970294288072161e-01,-1.043131349383299211e+00
1.403999999999999915e+01,2.450442269800038597e-01,-1.042818479591387515e+00
1.410000000000000142e+01,2.460914245312005033e-01,-1.042501437692328503e+00
1.415999999999999659e+01,2.471386220823970081e-01,-1.042180371933226546e+00
1.421999999999999886e+01,2.481858196335936517e-01,-1.041855426804527252e+00
1.428000000000000114e+01,2.492330171847902676e-01,-1.041526743128309285e+00
