slip_ratio,normalized_fx
7.800000000000006928e-02,9.021290551324793183e-01
8.000000000000007105e-02,9.101576103450429445e-01
8.200000000000007283e-02,9.176883921351635109e-01
8.400000000000007461e-02,9.247446985081848592e-01
8.600000000000007638e-02,9.313490336107713707e-01
8.800000000000007816e-02,9.375230882497540552e-01
9.000000000000007994e-02,9.432877290918298963e-01
9.200000000000008171e-02,9.486629953042712282e-01
9.400000000000008349e-02,9.536681015123664729e-01
9.600000000000008527e-02,9.583214460619282615e-01
9.800000000000008704e-02,9.626406236830808982e-01
1.000000000000000888e-01,9.666424417534453806e-01
1.020000000000000906e-01,9.703429394539532238e-01
1.040000000000000924e-01,9.737574091984008140e-01
1.060000000000000941e-01,9.769004197983204296e-01
1.080000000000000959e-01,9.797858408978367128e-01
1.100000000000000977e-01,9.824268682790949780e-01
1.120000000000000995e-01,9.848360496979033929e-01
1.140000000000001013e-01,9.870253109618156717e-01
1.160000000000001030e-01,9.890059820094410092e-01
1.180000000000001048e-01,9.907888227907564183e-01
1.200000000000001066e-01,9.923840487841029123e-01
1.220000000000001084e-01,9.938013560168286187e-01
1.240000000000001101e-01,9.950499454836587709e-01
1.260000000000001119e-01,9.961385468802533838e-01
1.280000000000001137e-01,9.970754415894638178e-01
1.300000000000001155e-01,9.978684848749045377e-01
1.320000000000001172e-01,9.985251272509425569e-01
1.340000000000001190e-01,9.990524350104214024e-01
1.360000000000001208e-01,9.994571099016288374e-01
1.380000000000001226e-01,9.997455079544855794e-01
1.400000000000001243e-01,9.999236574628684870e-01
1.420000000000001261e-01,9.999972761356230588e-01
1.440000000000001279e-01,9.999717874333348133e-01
1.460000000000001297e-01,9.998523361114735053e-01
1.480000000000001315e-01,9.996438029932575020e-01
1.500000000000001332e-01,9.993508189976165745e-01
1.520000000000001350e-01,9.989777784490718737e-01
1.539999999999999147e-01,9.985288516973073181e-01
1.559999999999999165e-01,9.980079970747406382e-01
1.579999999999999183e-01,9.974189722206030506e-01
1.599999999999999201e-01,9.967653447999542671e-01
1.619999999999999218e-01,9.960505026457493472e-01
1.639999999999999236e-01,9.952776633515871829e-01
1.659999999999999254e-01,9.944498833421290263e-01
1.679999999999999272e-01,9.935700664474347299e-01
1.699999999999999289e-01,9.926409720066298181e-01
1.719999999999999307e-01,9.916652225254264374e-01
1.739999999999999325e-01,9.906453109110865407e-01
1.759999999999999343e-01,9.895836073074558703e-01
1.779999999999999361e-01,9.884823655517278596e-01
1.799999999999999378e-01,9.873437292736197968e-01
1.819999999999999396e-01,9.861697376566795903e-01
1.839999999999999414e-01,9.849623308804914545e-01
1.859999999999999432e-01,9.837233552616121424e-01
1.879999999999999449e-01,9.824545681101691796e-01
1.899999999999999467e-01,9.811576423181674889e-01
1.919999999999999485e-01,9.798341706947062413e-01
1.939999999999999503e-01,9.784856700624871007e-01
1.959999999999999520e-01,9.771135851292143126e-01
1.979999999999999538e-01,9.757192921467349178e-01
1.999999999999999556e-01,9.743041023700514947e-01
2.019999999999999574e-01,9.728692653276566071e-01
2.039999999999999591e-01,9.714159719139898730e-01
2.059999999999999609e-01,9.699453573141991747e-01
2.079999999999999627e-01,9.684585037708042243e-01
2.099999999999999645e-01,9.669564432013063593e-01
2.119999999999999662e-01,9.654401596752595349e-01
2.139999999999999680e-01,9.639105917588284278e-01
2.159999999999999698e-01,9.623686347343838321e-01
2.179999999999999716e-01,9.608151427022467717e-01
2.199999999999999734e-01,9.592509305712737522e-01
2.219999999999999751e-01,9.576767759445851125e-01
2.239999999999999769e-01,9.560934209063631783e-01
2.259999999999999787e-01,9.545015737152987567e-01
2.279999999999999805e-01,9.529019104099420989e-01
2.299999999999999822e-01,9.512950763308937185e-01
2.319999999999999840e-01,9.496816875644903400e-01
2.339999999999999858e-01,9.480623323123611446e-01
2.359999999999999876e-01,9.464375721909723538e-01
2.379999999999999893e-01,9.448079434650425990e-01
2.399999999999999911e-01,9.431739582184736070e-01
2.419999999999999929e-01,9.415361054662358953e-01
2.439999999999999947e-01,9.398948522104459968e-01
2.459999999999999964e-01,9.382506444436786719e-01
2.479999999999999982e-01,9.366039081023875834e-01
2.500000000000000000e-01,9.349550499731336117e-01
2.520000000000000018e-01,9.333044585541713234e-01
2.540000000000000036e-01,9.316525048747884563e-01
2.560000000000000053e-01,9.299995432746627211e-01
2.580000000000000071e-01,9.283459121453653262e-01
2.600000000000000089e-01,9.266919346360219523e-01
2.620000000000000107e-01,9.250379193250229948e-01
2.640000000000000124e-01,9.233841608595715345e-01
2.660000000000000142e-01,9.217309405647539089e-01
2.680000000000000160e-01,9.200785270237223923e-01
2.700000000000000178e-01,9.184271766304907825e-01
2.720000000000000195e-01,9.167771341167568755e-01
2.740000000000000213e-01,9.151286330540934211e-01
2.760000000000000231e-01,9.134818963327639985e-01
2.780000000000000249e-01,9.118371366183609661e-01
2.800000000000000266e-01,9.101945567873881426e-01
2.820000000000000284e-01,9.085543503428554768e-01
2.840000000000000302e-01,9.069167018108897915e-01
2.860000000000000320e-01,9.052817871193123977e-01
2.880000000000000338e-01,9.036497739590819700e-01
2.900000000000000355e-01,9.020208221294571116e-01
2.920000000000000373e-01,9.003950838676769708e-01
2.940000000000000391e-01,8.987727041639245185e-01
2.960000000000000409e-01,8.971538210622936882e-01
2.980000000000000426e-01,8.955385659484388361e-01
3.000000000000000444e-01,8.939270638245554457e-01
3.020000000000000462e-01,8.923194335723025894e-01
3.040000000000000480e-01,8.907157882042435748e-01
3.060000000000000497e-01,8.891162351043619960e-01
3.080000000000000515e-01,8.875208762581605626e-01
3.100000000000000533e-01,8.859298084728497447e-01
3.120000000000000551e-01,8.843431235880835350e-01
3.140000000000000568e-01,8.827609086776908587e-01
3.160000000000000586e-01,8.811832462428227375e-01
3.180000000000000604e-01,8.796102143969136700e-01
3.200000000000000622e-01,8.780418870428369216e-01
3.220000000000000639e-01,8.764783340426139935e-01
3.240000000000000657e-01,8.749196213800184418e-01
3.260000000000000675e-01,8.733658113163988990e-01
3.280000000000000693e-01,8.718169625400320477e-01
3.300000000000000711e-01,8.702731303092958726e-01
3.320000000000000728e-01,8.687343665899404099e-01
3.340000000000000746e-01,8.672007201867256709e-01
3.360000000000000764e-01,8.656722368696735392e-01
3.380000000000000782e-01,8.641489594951752284e-01
3.400000000000000799e-01,8.626309281221825609e-01
3.420000000000000817e-01,8.611181801236988953e-01
3.440000000000000835e-01,8.596107502937735401e-01
3.460000000000000853e-01,8.581086709502030452e-01
3.480000000000000870e-01,8.566119720331186738e-01
3.500000000000000888e-01,8.551206811996415746e-01
3.520000000000000906e-01,8.536348239147760752e-01
3.540000000000000924e-01,8.521544235387011890e-01
3.560000000000000941e-01,8.506795014106147690e-01
3.580000000000000959e-01,8.492100769292764140e-01
3.600000000000000977e-01,8.477461676303920113e-01
3.620000000000000995e-01,8.462877892609687036e-01
3.640000000000001013e-01,8.448349558507727286e-01
3.660000000000001030e-01,8.433876797810057058e-01
3.680000000000001048e-01,8.419459718503234935e-01
3.700000000000001066e-01,8.405098413382983136e-01
3.720000000000001084e-01,8.390792960664380518e-01
3.740000000000001101e-01,8.376543424568592133e-01
3.760000000000001119e-01,8.362349855887121208e-01
3.780000000000001137e-01,8.348212292524469502e-01
3.800000000000001155e-01,8.334130760020129758e-01
3.820000000000001172e-01,8.320105272050708489e-01
3.840000000000001190e-01,8.306135830913029539e-01
3.860000000000001208e-01,8.292222427988912292e-01
3.880000000000001226e-01,8.278365044192451672e-01
3.900000000000001243e-01,8.264563650400419403e-01
3.920000000000001261e-01,8.250818207866494891e-01
3.940000000000001279e-01,8.237128668619976279e-01
3.960000000000001297e-01,8.223494975849559019e-01
3.980000000000001315e-01,8.209917064272796994e-01
4.000000000000001332e-01,8.196394860491779122e-01
4.020000000000001350e-01,8.182928283335592079e-01
4.040000000000001368e-01,8.169517244190060978e-01
4.060000000000001386e-01,8.156161647315263163e-01
4.079999999999999183e-01,8.142861390151319156e-01
4.099999999999999201e-01,8.129616363612851559e-01
4.119999999999999218e-01,8.116426452372637046e-01
4.139999999999999236e-01,8.103291535134760082e-01
4.159999999999999254e-01,8.090211484897751326e-01
4.179999999999999272e-01,8.077186169208084854e-01
4.199999999999999289e-01,8.064215450404329522e-01
4.219999999999999307e-01,8.051299185852397455e-01
4.239999999999999325e-01,8.038437228172174986e-01
4.259999999999999343e-01,8.025629425455871324e-01
4.279999999999999361e-01,8.012875621478393606e-01
4.299999999999999378e-01,8.000175655900048088e-01
4.319999999999999396e-01,7.987529364461863901e-01
4.339999999999999414e-01,7.974936579173786955e-01
4.359999999999999432e-01,7.962397128496038201e-01
4.379999999999999449e-01,7.949910837513870510e-01
4.399999999999999467e-01,7.937477528105971736e-01
4.419999999999999485e-01,7.925097019106738250e-01
4.439999999999999503e-01,7.912769126462678715e-01
4.459999999999999520e-01,7.900493663383114651e-01
4.479999999999999538e-01,7.888270440485400936e-01
4.499999999999999556e-01,7.876099265934903837e-01
4.519999999999999574e-01,7.863979945579867570e-01
4.539999999999999591e-01,7.851912283081389221e-01
4.559999999999999609e-01,7.839896080038671888e-01
4.579999999999999627e-01,7.827931136109731458e-01
4.599999999999999645e-01,7.816017249127698019e-01
4.619999999999999662e-01,7.804154215212898427e-01
4.639999999999999680e-01,7.792341828880864352e-01
4.659999999999999698e-01,7.780579883146375719e-01
4.679999999999999716e-01,7.768868169623743825e-01
4.699999999999999734e-01,7.757206478623400736e-01
4.719999999999999751e-01,7.745594599244994827e-01
4.739999999999999769e-01,7.734032319467032401e-01
4.759999999999999787e-01,7.722519426233289686e-01
4.779999999999999805e-01,7.711055705535994065e-01
4.799999999999999822e-01,7.699640942495998841e-01
4.819999999999999840e-01,7.688274921439958165e-01
4.839999999999999858e-01,7.676957425974714200e-01
4.859999999999999876e-01,7.665688239058848774e-01
4.879999999999999893e-01,7.654467143071683743e-01
4.899999999999999911e-01,7.643293919879620146e-01
4.919999999999999929e-01,7.632168350900089271e-01
4.939999999999999947e-01,7.621090217163056790e-01
4.959999999999999964e-01,7.610059299370259822e-01
4.979999999999999982e-01,7.599075377952195787e-01
5.000000000000000000e-01,7.588138233122987408e-01
5.020000000000000018e-01,7.577247644933154946e-01
5.040000000000000036e-01,7.566403393320391135e-01
5.060000000000000053e-01,7.555605258158412108e-01
5.080000000000000071e-01,7.544853019303920938e-01
5.100000000000000089e-01,7.534146456641807044e-01
5.120000000000000107e-01,7.523485350128559235e-01
5.140000000000000124e-01,7.512869479834014541e-01
5.160000000000000142e-01,7.502298625981509428e-01
5.180000000000000160e-01,7.491772568986416747e-01
5.200000000000000178e-01,7.481291089493197211e-01
5.220000000000000195e-01,7.470853968410983148e-01
5.240000000000000213e-01,7.460460986947752282e-01
5.260000000000000231e-01,7.450111926643114835e-01
5.280000000000000249e-01,7.439806569399803893e-01
5.300000000000000266e-01,7.429544697513882356e-01
5.320000000000000284e-01,7.419326093703726421e-01
5.340000000000000302e-01,7.409150541137805579e-01
5.360000000000000320e-01,7.399017823461324639e-01
5.380000000000000338e-01,7.388927724821764409e-01
5.400000000000000355e-01,7.378880029893311043e-01
5.420000000000000373e-01,7.368874523900306173e-01
5.440000000000000391e-01,7.358910992639644544e-01
5.460000000000000409e-01,7.348989222502246843e-01
5.480000000000000426e-01,7.339109000493558854e-01
5.500000000000000444e-01,7.329270114253183532e-01
5.520000000000000462e-01,7.319472352073604915e-01
5.540000000000000480e-01,7.309715502918113783e-01
5.560000000000000497e-01,7.299999356437868459e-01
5.580000000000000515e-01,7.290323702988215082e-01
5.600000000000000533e-01,7.280688333644219634e-01
5.620000000000000551e-01,7.271093040215463876e-01
5.640000000000000568e-01,7.261537615260169609e-01
5.660000000000000586e-01,7.252021852098575749e-01
5.680000000000000604e-01,7.242545544825712556e-01
5.700000000000000622e-01,7.233108488323500840e-01
5.720000000000000639e-01,7.223710478272251656e-01
5.740000000000000657e-01,7.214351311161555369e-01
5.760000000000000675e-01,7.205030784300592295e-01
5.780000000000000693e-01,7.195748695827920427e-01
5.800000000000000711e-01,7.186504844720675855e-01
5.820000000000000728e-01,7.177299030803293567e-01
5.840000000000000746e-01,7.168131054755696452e-01
5.860000000000000764e-01,7.159000718121024676e-01
5.880000000000000782e-01,7.149907823312894317e-01
5.900000000000000799e-01,7.140852173622173060e-01
5.920000000000000817e-01,7.131833573223362865e-01
5.940000000000000835e-01,7.122851827180549655e-01
5.960000000000000853e-01,7.113906741452908911e-01
5.980000000000000870e-01,7.104998122899880419e-01
6.000000000000000888e-01,7.096125779285914481e-01
6.020000000000000906e-01,7.087289519284871719e-01
6.040000000000000924e-01,7.078489152484073177e-01
6.060000000000000941e-01,7.069724489388017341e-01
6.080000000000000959e-01,7.060995341421728577e-01
6.100000000000000977e-01,7.052301520933832446e-01
6.120000000000000995e-01,7.043642841199314608e-01
6.140000000000001013e-01,7.035019116421971086e-01
6.160000000000001030e-01,7.026430161736583191e-01
6.180000000000001048e-01,7.017875793210809343e-01
6.200000000000001066e-01,7.009355827846834863e-01
6.220000000000001084e-01,7.000870083582736436e-01
6.240000000000001101e-01,6.992418379293617869e-01
6.260000000000001119e-01,6.984000534792514925e-01
6.280000000000001137e-01,6.975616370831047020e-01
6.300000000000001155e-01,6.967265709099880189e-01
6.320000000000001172e-01,6.958948372228945800e-01
6.340000000000001190e-01,6.950664183787474970e-01
6.360000000000001208e-01,6.942412968283848684e-01
6.380000000000001226e-01,6.934194551165209219e-01
6.400000000000001243e-01,6.926008758816944999e-01
6.420000000000001261e-01,6.917855418561968950e-01
6.440000000000001279e-01,6.909734358659835873e-01
6.460000000000001297e-01,6.901645408305697726e-01
6.480000000000001315e-01,6.893588397629087927e-01
6.500000000000001332e-01,6.885563157692581315e-01
6.520000000000001350e-01,6.877569520490298682e-01
6.540000000000001368e-01,6.869607318946253649e-01
6.560000000000001386e-01,6.861676386912596293e-01
6.580000000000001403e-01,6.853776559167709115e-01
6.600000000000001421e-01,6.845907671414185325e-01
6.620000000000001439e-01,6.838069560276696102e-01
6.640000000000001457e-01,6.830262063299711306e-01
6.659999999999999254e-01,6.822485018945176893e-01
6.679999999999999272e-01,6.814738266590012472e-01
6.699999999999999289e-01,6.807021646523561120e-01
6.719999999999999307e-01,6.799334999944931512e-01
6.739999999999999325e-01,6.791678168960225692e-01
6.759999999999999343e-01,6.784050996579713555e-01
6.779999999999999361e-01,6.776453326714910741e-01
6.799999999999999378e-01,6.768885004175549946e-01
6.819999999999999396e-01,6.761345874666505606e-01
6.839999999999999414e-01,6.753835784784664176e-01
6.859999999999999432e-01,6.746354582015653412e-01
6.879999999999999449e-01,6.738902114730584980e-01
6.899999999999999467e-01,6.731478232182691590e-01
6.919999999999999485e-01,6.724082784503885302e-01
6.939999999999999503e-01,6.716715622701316946e-01
6.959999999999999520e-01,6.709376598653824519e-01
6.979999999999999538e-01,6.702065565108356049e-01
6.999999999999999556e-01,6.694782375676340269e-01
7.019999999999999574e-01,6.687526884830019558e-01
7.039999999999999591e-01,6.680298947898700712e-01
7.059999999999999609e-01,6.673098421065023489e-01
7.079999999999999627e-01,6.665925161361128115e-01
7.099999999999999645e-01,6.658779026664833900e-01
7.119999999999999662e-01,6.651659875695752344e-01
7.139999999999999680e-01,6.644567568011381375e-01
7.159999999999999698e-01,6.637501964003170718e-01
7.179999999999999716e-01,6.630462924892532861e-01
7.199999999999999734e-01,6.623450312726870681e-01
7.219999999999999751e-01,6.616463990375541782e-01
7.239999999999999769e-01,6.609503821525817280e-01
7.259999999999999787e-01,6.602569670678798408e-01
7.279999999999999805e-01,6.595661403145356427e-01
7.299999999999999822e-01,6.588778885042000377e-01
7.319999999999999840e-01,6.581921983286768141e-01
7.339999999999999858e-01,6.575090565595083092e-01
7.359999999999999876e-01,6.568284500475607413e-01
7.379999999999999893e-01,6.561503657226049890e-01
7.399999999999999911e-01,6.554747905929023677e-01
7.419999999999999929e-01,6.548017117447834101e-01
7.439999999999999947e-01,6.541311163422292019e-01
7.459999999999999964e-01,6.534629916264509397e-01
7.479999999999999982e-01,6.527973249154677138e-01
7.500000000000000000e-01,6.521341036036868433e-01
7.520000000000000018e-01,6.514733151614805484e-01
7.540000000000000036e-01,6.508149471347632886e-01
7.560000000000000053e-01,6.501589871445700997e-01
7.580000000000000071e-01,6.495054228866335988e-01
7.600000000000000089e-01,6.488542421309611008e-01
7.620000000000000107e-01,6.482054327214124001e-01
7.640000000000000124e-01,6.475589825752766648e-01
7.660000000000000142e-01,6.469148796828496639e-01
7.680000000000000160e-01,6.462731121070137696e-01
7.700000000000000178e-01,6.456336679828150737e-01
7.720000000000000195e-01,6.449965355170411696e-01
7.740000000000000213e-01,6.443617029878033753e-01
7.760000000000000231e-01,6.437291587441144047e-01
7.780000000000000249e-01,6.430988912054707018e-01
7.800000000000000266e-01,6.424708888614327762e-01
7.820000000000000284e-01,6.418451402712083143e-01
7.840000000000000302e-01,6.412216340632350686e-01
7.860000000000000320e-01,6.406003589347641913e-01
7.880000000000000338e-01,6.399813036514476750e-01
7.900000000000000355e-01,6.393644570469216859e-01
7.920000000000000373e-01,6.387498080223960040e-01
7.940000000000000391e-01,6.381373455462401312e-01
7.960000000000000409e-01,6.375270586535757289e-01
7.980000000000000426e-01,6.369189364458643920e-01
8.000000000000000444e-01,6.363129680905016405e-01
8.020000000000000462e-01,6.357091428204093564e-01
8.040000000000000480e-01,6.351074499336321066e-01
8.060000000000000497e-01,6.345078787929296915e-01
8.080000000000000515e-01,6.339104188253799066e-01
8.100000000000000533e-01,6.333150595219710910e-01
8.120000000000000551e-01,6.327217904372086643e-01
8.140000000000000568e-01,6.321306011887138920e-01
8.160000000000000586e-01,6.315414814568276469e-01
8.180000000000000604e-01,6.309544209842160578e-01
8.200000000000000622e-01,6.303694095754773796e-01
8.220000000000000639e-01,6.297864370967501957e-01
8.240000000000000657e-01,6.292054934753226192e-01
8.260000000000000675e-01,6.286265686992460466e-01
8.280000000000000693e-01,6.280496528169472459e-01
8.300000000000000711e-01,6.274747359368429978e-01
8.320000000000000728e-01,6.269018082269577352e-01
8.340000000000000746e-01,6.263308599145431810e-01
8.360000000000000764e-01,6.257618812856969859e-01
8.380000000000000782e-01,6.251948626849858082e-01
8.400000000000000799e-01,6.246297945150703912e-01
8.420000000000000817e-01,6.240666672363296419e-01
8.440000000000000835e-01,6.235054713664905934e-01
8.460000000000000853e-01,6.229461974802548152e-01
8.480000000000000870e-01,6.223888362089344817e-01
8.500000000000000888e-01,6.218333782400811138e-01
8.520000000000000906e-01,6.212798143171247567e-01
8.540000000000000924e-01,6.207281352390083828e-01
8.560000000000000941e-01,6.201783318598278472e-01
8.580000000000000959e-01,6.196303950884741729e-01
8.600000000000000977e-01,6.190843158882752828e-01
8.620000000000000995e-01,6.185400852766403945e-01
8.640000000000001013e-01,6.179976943247088572e-01
8.660000000000001030e-01,6.174571341569966565e-01
8.680000000000001048e-01,6.169183959510490256e-01
8.700000000000001066e-01,6.163814709370921685e-01
8.720000000000001084e-01,6.158463503976884246e-01
8.740000000000001101e-01,6.153130256673915444e-01
8.760000000000001119e-01,6.147814881324087377e-01
8.780000000000001137e-01,6.142517292302561716e-01
8.800000000000001155e-01,6.137237404494269022e-01
8.820000000000001172e-01,6.131975133290508140e-01
8.840000000000001190e-01,6.126730394585645501e-01
8.860000000000001208e-01,6.121503104773782233e-01
8.880000000000001226e-01,6.116293180745457914e-01
8.900000000000001243e-01,6.111100539884383176e-01
8.920000000000001261e-01,6.105925100064184541e-01
8.940000000000001279e-01,6.100766779645153681e-01
8.960000000000001297e-01,6.095625497471043319e-01
8.980000000000001315e-01,6.090501172865880886e-01
9.000000000000001332e-01,6.085393725630765527e-01
9.020000000000001350e-01,6.080303076040722843e-01
9.040000000000001368e-01,6.075229144841574058e-01
9.060000000000001386e-01,6.070171853246807414e-01
9.080000000000001403e-01,6.065131122934481755e-01
9.100000000000001421e-01,6.060106876044158986e-01
9.120000000000001439e-01,6.055099035173814315e-01
9.140000000000001457e-01,6.050107523376836438e-01
9.160000000000001474e-01,6.045132264158964430e-01
9.180000000000001492e-01,6.040173181475322339e-01
9.199999999999999289e-01,6.035230199727404932e-01
9.219999999999999307e-01,6.030303243760145593e-01
9.239999999999999325e-01,6.025392238858940930e-01
9.259999999999999343e-01,6.020497110746746428e-01
9.279999999999999361e-01,6.015617785581170995e-01
9.299999999999999378e-01,6.010754189951572624e-01
9.319999999999999396e-01,6.005906250876200669e-01
9.339999999999999414e-01,6.001073895799342584e-01
9.359999999999999432e-01,5.996257052588509495e-01
9.379999999999999449e-01,5.991455649531591821e-01
9.399999999999999467e-01,5.986669615334100358e-01
9.419999999999999485e-01,5.981898879116357426e-01
9.439999999999999503e-01,5.977143370410771261e-01
9.459999999999999520e-01,5.972403019159073789e-01
9.479999999999999538e-01,5.967677755709619447e-01
9.499999999999999556e-01,5.962967510814659589e-01
9.519999999999999574e-01,5.958272215627691271e-01
9.539999999999999591e-01,5.953591801700757191e-01
9.559999999999999609e-01,5.948926200981826673e-01
9.579999999999999627e-01,5.944275345812143341e-01
9.599999999999999645e-01,5.939639168923628310e-01
9.619999999999999662e-01,5.935017603436274491e-01
9.639999999999999680e-01,5.930410582855589752e-01
9.659999999999999698e-01,5.925818041070007869e-01
9.679999999999999716e-01,5.921239912348371659e-01
9.699999999999999734e-01,5.916676131337397226e-01
9.719999999999999751e-01,5.912126633059172631e-01
9.739999999999999769e-01,5.907591352908656557e-01
9.759999999999999787e-01,5.903070226651223606e-01
9.779999999999999805e-01,5.898563190420189617e-01
9.799999999999999822e-01,5.894070180714382490e-01
9.819999999999999840e-01,5.889591134395736338e-01
9.839999999999999858e-01,5.885125988686844556e-01
9.859999999999999876e-01,5.880674681168606144e-01
9.879999999999999893e-01,5.876237149777846502e-01
9.899999999999999911e-01,5.871813332804955987e-01
9.919999999999999929e-01,5.867403168891548448e-01
9.939999999999999947e-01,5.863006597028149747e-01
9.959999999999999964e-01,5.858623556551877387e-01
9.979999999999999982e-01,5.854253987144161231e-01
1.000000000000000000e+00,5.849897828828454216e-01
